plinder_pdb	plinder_chain	casf_pdb	casf_chain	pident	query_coverage	subject_coverage	alignment_length	query_length	subject_length	evalue	bitscore
6yh1	6yh1_A	3gc5	3gc5__chain0	94.9	99.7	100.0	369	352	368	4.44e-243	657.0
6yh2	6yh2_A	3gc5	3gc5__chain0	98.4	99.7	100.0	369	365	368	1.18e-255	689.0
6yh3	6yh3_A	3gc5	3gc5__chain0	94.8	99.7	100.0	368	351	368	1.5600000000000001e-245	663.0
6yh4	6yh4_A	4jsz	4jsz__chain0	97.3	100.0	100.0	257	257	257	8.53e-194	523.0
6yh5	6yh5_A	4jsz	4jsz__chain0	97.3	99.6	100.0	257	258	257	1.26e-193	523.0
6yh6	6yh6_A	4jsz	4jsz__chain0	97.3	100.0	100.0	257	257	257	8.53e-194	523.0
6yh7	6yh7_A	4jsz	4jsz__chain0	97.3	100.0	100.0	257	257	257	8.53e-194	523.0
6yh8	6yh8_A	4jsz	4jsz__chain0	97.3	100.0	100.0	257	257	257	8.53e-194	523.0
6yh9	6yh9_A	4jsz	4jsz__chain0	97.3	100.0	100.0	257	257	257	8.53e-194	523.0
6yha	6yha_A	4jsz	4jsz__chain0	97.3	100.0	100.0	257	257	257	8.53e-194	523.0
6yhb	6yhb_A	4jsz	4jsz__chain0	97.3	100.0	100.0	257	257	257	8.53e-194	523.0
6yhc	6yhc_A	4jsz	4jsz__chain0	97.3	100.0	100.0	257	257	257	8.53e-194	523.0
6yhd	6yhd_A	3rr4	3rr4__chain0	98.4	99.5	100.0	369	367	368	1.56e-256	691.0
6yhg	6yhg_L	2zda	2zda__chain0	100.0	93.5	100.0	29	31	29	8.18e-18	61.2
6yhj	6yhj_L	2zda	2zda__chain0	100.0	87.9	100.0	29	33	29	8.96e-18	61.2
6yid	6yid_D	1nvq	1nvq__chain0	34.5	89.5	90.2	249	257	264	1.52e-29	105.0
6yij	6yij_D	3p5o	3p5o__chain0	33.3	90.3	79.5	102	113	127	5.05e-18	67.8
6yik	6yik_C	3p5o	3p5o__chain0	33.3	90.3	79.5	102	113	127	5.05e-18	67.8
6yin	6yin_A	3p5o	3p5o__chain0	100.0	100.0	99.2	126	126	127	2.08e-96	266.0
6yiq	6yiq_B	1s38	1s38__chain0	99.7	99.7	100.0	365	366	364	3.5099999999999997e-270	726.0
6yis	6yis_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
6yit	6yit_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
6yiu	6yiu_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
6yiv	6yiv_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
6yiw	6yiw_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
6yix	6yix_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
6yiy	6yiy_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
6yjc	6yjc_A	4f9w	4f9w__chain0	99.1	99.7	100.0	336	337	336	8.68e-252	677.0
6yk2	6yk2_A	2al5	2al5__chain0	100.0	99.2	100.0	260	262	260	1.17e-193	523.0
6yk3	6yk3_A	2al5	2al5__chain0	100.0	98.9	100.0	260	263	260	1.2200000000000001e-193	523.0
6yk4	6yk4_A	2al5	2al5__chain0	100.0	98.9	100.0	260	263	260	1.2200000000000001e-193	523.0
6yk5	6yk5_A	2al5	2al5__chain0	100.0	98.9	100.0	260	263	260	1.2200000000000001e-193	523.0
6yk6	6yk6_A	2al5	2al5__chain0	100.0	99.2	100.0	260	262	260	1.17e-193	523.0
6yk7	6yk7_A	4f9w	4f9w__chain0	98.8	99.1	100.0	338	341	336	4.8499999999999994e-250	672.0
6yky	6yky_A	4f9w	4f9w__chain0	38.8	99.6	82.4	289	281	336	1.87e-64	199.0
6ylc	6ylc_B	3e92	3e92__chain0	39.0	98.3	82.5	292	292	349	1.96e-67	207.0
6ylk	6ylk_A	1pxn	1pxn__chain0	97.6	98.3	100.0	294	295	294	9.65e-212	572.0
6yll	6yll_A	3e92	3e92__chain0	38.5	99.3	84.0	299	293	349	3.9600000000000005e-64	199.0
6ymp	6ymp_H	2zda	2zda__chain1	100.0	100.0	100.0	251	251	251	2.46e-199	537.0
6yn3	6yn3_H	1oyt	1oyt__chain1	100.0	100.0	100.0	250	250	250	3.78e-198	534.0
6yna	6yna_A	1q8t	1q8t__chain0	97.1	96.3	99.7	340	353	341	6.69e-250	673.0
6ynb	6ynb_A	1q8t	1q8t__chain0	96.2	96.3	99.7	340	349	341	1.01e-243	657.0
6ync	6ync_A	1q8t	1q8t__chain0	96.5	96.3	99.7	340	350	341	5.449999999999999e-246	663.0
6ynr	6ynr_A	1q8t	1q8t__chain0	97.1	99.7	99.7	340	341	341	2.8999999999999996e-250	673.0
6ynt	6ynt_A	1q8t	1q8t__chain0	97.1	98.3	99.7	340	346	341	5.0499999999999993e-250	673.0
6yo1	6yo1_B	1o0h	1o0h__chain0	100.0	100.0	100.0	124	124	124	4.43e-90	250.0
6yoj	6yoj_A	3k5v	3k5v__chain0	40.0	98.1	92.3	270	259	286	9.489999999999999e-67	202.0
6yot	6yot_A	1q8t	1q8t__chain0	97.1	96.3	99.7	340	353	341	6.69e-250	673.0
6you	6you_A	1q8t	1q8t__chain0	97.0	100.0	99.1	338	338	341	4.26e-249	670.0
6ypg	6ypg_A	4eor	4eor__chain0	31.7	90.2	98.0	303	327	294	1.95e-39	134.0
6yph	6yph_A	4eor	4eor__chain0	31.6	89.9	97.3	301	326	294	2.8e-38	131.0
6ypj	6ypj_A	4eor	4eor__chain0	31.7	90.2	98.0	303	327	294	1.95e-39	134.0
6ypp	6ypp_A	1q8t	1q8t__chain0	96.5	100.0	99.4	339	337	341	4.579999999999999e-246	662.0
6yps	6yps_A	1q8t	1q8t__chain0	97.0	100.0	99.1	338	338	341	4.26e-249	670.0
6ypw	6ypw_A	4jsz	4jsz__chain0	99.6	99.6	100.0	257	258	257	5.81e-199	536.0
6yq1	6yq1_A	3k5v	3k5v__chain0	41.5	98.5	92.3	270	269	286	2.3e-70	212.0
6yqi	6yqi_A	1q8t	1q8t__chain0	95.6	96.3	99.7	340	347	341	1.8e-241	651.0
6yqj	6yqj_A	1q8t	1q8t__chain0	96.5	96.3	99.7	340	350	341	5.449999999999999e-246	663.0
6yqk	6yqk_A	1q8t	1q8t__chain0	95.0	96.2	99.7	340	346	341	2.87e-240	648.0
6yqp	6yqp_A	3p5o	3p5o__chain0	100.0	100.0	99.2	126	126	127	2.96e-96	266.0
6yqs	6yqs_AAA	3p5o	3p5o__chain0	36.9	80.2	65.4	84	101	127	5.18e-10	46.6
6yqt	6yqt_A	4jsz	4jsz__chain0	99.6	99.6	100.0	257	258	257	5.81e-199	536.0
6yqu	6yqu_A	4jsz	4jsz__chain0	99.6	100.0	100.0	257	257	257	3.93e-199	537.0
6yqv	6yqv_H	1oyt	1oyt__chain1	100.0	100.0	100.0	250	250	250	3.78e-198	534.0
6yqw	6yqw_A	3p5o	3p5o__chain0	36.9	80.2	65.4	84	101	127	5.18e-10	46.6
6yqz	6yqz_A	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
6yr9	6yr9_B	3k5v	3k5v__chain0	40.0	98.8	92.3	270	258	286	3.2399999999999995e-67	204.0
6yri	6yri_A	4jsz	4jsz__chain0	99.6	100.0	100.0	257	257	257	3.93e-199	537.0
6ysj	6ysj_H	1oyt	1oyt__chain1	100.0	100.0	100.0	250	250	250	3.78e-198	534.0
6ysx	6ysx_H	1oyt	1oyt__chain1	100.0	100.0	100.0	250	250	250	3.78e-198	534.0
6yt6	6yt6_A	3k5v	3k5v__chain0	39.6	98.0	92.3	268	256	286	1.37e-65	199.0
6ytm	6ytm_B	3p5o	3p5o__chain0	41.7	100.0	83.5	108	108	127	4.76e-28	93.2
6yul	6yul_AAA	4eor	4eor__chain0	31.7	89.1	98.0	303	331	294	1.54e-39	135.0
6yum	6yum_AAA	4eor	4eor__chain0	31.7	89.1	98.0	303	331	294	1.54e-39	135.0
6yvs	6yvs_A	3k5v	3k5v__chain0	40.0	98.1	92.3	270	260	286	4.9099999999999996e-67	203.0
6yvy	6yvy_A	3k5v	3k5v__chain0	40.4	97.4	92.3	270	265	286	5.15e-68	206.0
6yxv	6yxv_C	3k5v	3k5v__chain0	40.4	98.1	92.3	270	265	286	7.28e-68	206.0
6yyz	6yyz_A	3rr4	3rr4__chain0	94.1	99.4	100.0	372	356	368	1.0499999999999999e-242	656.0
6yza	6yza_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
6yzc	6yzc_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
6z1c	6z1c_A	2fvd	2fvd__chain0	32.8	87.9	96.5	296	331	284	1.52e-41	140.0
6z45	6z45_A	2xnb	2xnb__chain0	41.2	92.4	95.9	291	314	296	2.2099999999999998e-68	209.0
6z48	6z48_F	2zda	2zda__chain1	100.0	100.0	100.0	251	251	251	2.46e-199	537.0
6z4b	6z4b_B	3mss	3mss__chain0	38.2	86.7	89.4	246	263	264	2.67e-53	167.0
6z4d	6z4d_B	3mss	3mss__chain0	38.1	92.6	95.8	265	270	264	7.53e-58	179.0
6z4x	6z4x_B	2xnb	2xnb__chain0	38.3	92.5	97.0	298	322	296	6.39e-67	206.0
6z4y	6z4y_A	3myg	3myg__chain0	98.4	98.8	100.0	256	259	252	9.67e-188	508.0
6z7f	6z7f_AAA	3p5o	3p5o__chain0	47.5	88.4	75.6	99	112	127	3.89e-28	93.6
6z7g	6z7g_AAA	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
6z7l	6z7l_AAA	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
6z7m	6z7m_AAA	3p5o	3p5o__chain0	100.0	100.0	98.4	125	125	127	5.73e-96	265.0
6z83	6z83_AAA	4eor	4eor__chain0	31.9	89.3	98.0	301	327	294	5.08e-40	136.0
6z84	6z84_AAA	4eor	4eor__chain0	31.9	89.6	98.0	301	326	294	4.96e-40	136.0
6z8p	6z8p_AAA	3p5o	3p5o__chain0	42.6	95.6	83.5	108	113	127	4.04e-28	93.6
6zb0	6zb0_AAA	3p5o	3p5o__chain0	42.6	93.9	83.5	108	115	127	3.06e-28	94.0
6zb1	6zb1_AAA	3p5o	3p5o__chain0	47.5	88.4	75.6	99	112	127	3.89e-28	93.6
6zb2	6zb2_AAA	3p5o	3p5o__chain0	42.6	95.6	83.5	108	113	127	4.04e-28	93.6
6zb3	6zb3_AAA	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
6zc0	6zc0_A	3pyy	3pyy__chain0	43.5	88.4	88.7	239	267	265	5.330000000000001e-66	200.0
6zci	6zci_A	3p5o	3p5o__chain0	100.0	100.0	99.2	126	126	127	2.08e-96	266.0
6zcp	6zcp_A	4twp	4twp__chain0	42.5	93.3	93.2	252	267	266	2.1299999999999997e-68	206.0
6zcq	6zcq_A	3pyy	3pyy__chain0	42.7	93.6	94.0	253	267	265	9.409999999999999e-67	202.0
6zcr	6zcr_A	3pyy	3pyy__chain0	42.1	94.0	94.0	254	265	265	1.99e-65	199.0
6zcs	6zcs_A	3pyy	3pyy__chain0	42.4	93.7	94.0	255	269	265	5.700000000000001e-66	200.0
6zcu	6zcu_A	3pyy	3pyy__chain0	42.1	94.0	94.0	254	265	265	1.99e-65	199.0
6zcx	6zcx_A	3pyy	3pyy__chain0	43.3	88.3	88.7	238	266	265	1.65e-64	196.0
6zcy	6zcy_A	3pyy	3pyy__chain0	43.3	88.7	88.7	238	265	265	1.6000000000000002e-64	196.0
6zed	6zed_AAA	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
6zel	6zel_AAA	3p5o	3p5o__chain0	100.0	100.0	99.2	126	126	127	2.96e-96	266.0
6zf9	6zf9_AAA	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
6zfj	6zfj_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
6zfk	6zfk_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
6zgo	6zgo_H	3bv9	3bv9__chain1	99.6	100.0	100.0	259	259	259	7.35e-205	551.0
6zjf	6zjf_A	3ag9	3ag9__chain0	30.6	81.9	73.0	242	293	319	3.17e-24	93.6
6zly	6zly_A	3fur	3fur__chain0	99.6	100.0	98.4	252	252	256	9.719999999999999e-178	483.0
6zn0	6zn0_A	1q8t	1q8t__chain0	97.0	100.0	99.1	338	338	341	4.26e-249	670.0
6zoq	6zoq_A	2qe4	2qe4__chain0	95.3	89.7	100.0	212	234	207	1.19e-139	384.0
6zor	6zor_B	2qe4	2qe4__chain0	97.2	93.4	100.0	212	227	207	2.81e-143	392.0
6zos	6zos_B	1qkt	1qkt__chain0	96.7	100.0	96.8	240	233	248	9.36e-160	436.0
6zq2	6zq2_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
6zqs	6zqs_A	3e92	3e92__chain0	99.4	99.7	99.7	349	350	349	1.4e-259	697.0
6zr5	6zr5_A	4f9w	4f9w__chain0	49.0	97.7	97.3	343	348	336	1.37e-107	312.0
6zr8	6zr8_A	4jsz	4jsz__chain0	99.6	98.5	99.6	256	260	257	6.3e-199	536.0
6zr9	6zr9_A	4jsz	4jsz__chain0	56.4	99.6	99.6	257	258	257	7.200000000000001e-110	311.0
6zug	6zug_H	1oyt	1oyt__chain1	100.0	100.0	100.0	250	250	250	3.78e-198	534.0
6zuh	6zuh_H	1oyt	1oyt__chain1	100.0	100.0	100.0	250	250	250	3.78e-198	534.0
6zun	6zun_H	1oyt	1oyt__chain1	100.0	100.0	100.0	250	250	250	3.78e-198	534.0
6zuu	6zuu_H	1oyt	1oyt__chain1	100.0	100.0	100.0	250	250	250	3.78e-198	534.0
6zuw	6zuw_H	1oyt	1oyt__chain1	100.0	100.0	100.0	250	250	250	3.78e-198	534.0
6zux	6zux_H	1oyt	1oyt__chain1	100.0	100.0	100.0	250	250	250	3.78e-198	534.0
6zv7	6zv7_H	1oyt	1oyt__chain1	100.0	100.0	100.0	250	250	250	3.78e-198	534.0
6zv8	6zv8_H	1oyt	1oyt__chain1	100.0	100.0	100.0	250	250	250	3.78e-198	534.0
6zwe	6zwe_A	1e66	1e66__chain0	58.2	99.8	100.0	534	533	532	5.399999999999999e-240	663.0
6zwi	6zwi_A	1e66	1e66__chain0	53.3	100.0	99.1	527	527	532	1.63e-225	626.0
6zwp	6zwp_A	4f9w	4f9w__chain0	96.4	99.4	100.0	336	328	336	2.23e-238	642.0
6zwr	6zwr_A	4f9w	4f9w__chain0	99.1	99.7	100.0	337	338	336	1.4999999999999998e-250	674.0
6zyu	6zyu_B	2al5	2al5__chain0	99.2	98.9	100.0	260	263	260	4.07e-192	520.0
6zz2	6zz2_A	2v00	2v00__chain0	100.0	100.0	100.0	330	330	330	8.07e-231	623.0
7a0b	7a0b_A	3rr4	3rr4__chain0	98.1	98.9	100.0	371	375	368	3.8e-266	716.0
7a1b	7a1b_A	4eor	4eor__chain0	32.9	90.2	98.0	304	327	294	4.81e-41	139.0
7a1z	7a1z_A	4eor	4eor__chain0	32.9	89.9	98.0	304	328	294	1.36e-40	137.0
7a22	7a22_A	4eor	4eor__chain0	32.9	89.9	98.0	304	328	294	4.929999999999999e-41	139.0
7a2a	7a2a_A	3mss	3mss__chain0	37.6	92.5	95.8	263	266	264	1.05e-56	176.0
7a2h	7a2h_A	4eor	4eor__chain0	32.9	90.8	98.0	304	325	294	6.41e-41	138.0
7a3v	7a3v_A	3rr4	3rr4__chain0	96.8	98.7	100.0	371	371	368	9.93e-261	702.0
7a3x	7a3x_A	3ge7	3ge7__chain0	98.1	99.7	100.0	360	360	359	5.930000000000001e-257	692.0
7a49	7a49_A	4eor	4eor__chain0	31.7	88.3	98.0	303	334	294	3.23e-39	134.0
7a4b	7a4b_B	4eor	4eor__chain0	31.7	88.9	98.0	303	332	294	1.57e-39	135.0
7a4c	7a4c_A	4eor	4eor__chain0	31.7	88.3	98.0	303	334	294	3.23e-39	134.0
7a4k	7a4k_A	3rr4	3rr4__chain0	98.1	97.1	100.0	371	382	368	3.55e-266	716.0
7a4o	7a4o_B	1pxn	1pxn__chain0	30.1	93.3	96.3	322	341	294	3.2e-34	121.0
7a4q	7a4q_A	4eor	4eor__chain0	31.7	90.2	98.0	303	327	294	1.95e-39	134.0
7a4w	7a4w_B	1pxn	1pxn__chain0	30.1	93.3	96.3	322	341	294	3.2e-34	121.0
7a55	7a55_B	1pxn	1pxn__chain0	30.1	93.3	96.3	322	341	294	3.2e-34	121.0
7a5b	7a5b_B	1pxn	1pxn__chain0	30.1	93.3	96.3	322	341	294	3.2e-34	121.0
7a5n	7a5n_B	1pxn	1pxn__chain0	30.9	95.8	96.3	320	330	294	6.8299999999999995e-34	120.0
7a6d	7a6d_A	3rr4	3rr4__chain0	96.5	98.7	100.0	372	372	368	9.900000000000001e-259	697.0
7a6v	7a6v_A	4jsz	4jsz__chain0	99.6	99.6	100.0	257	258	257	5.81e-199	536.0
7a7h	7a7h_A	3fur	3fur__chain0	98.4	98.1	99.2	255	257	256	5.41e-174	473.0
7a9e	7a9e_A	3rr4	3rr4__chain0	97.8	97.6	100.0	371	379	368	1.23e-263	710.0
7a9u	7a9u_AAA	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
7aax	7aax_A	3pyy	3pyy__chain0	41.2	93.4	97.4	272	271	265	1.9e-67	204.0
7aay	7aay_A	3k5v	3k5v__chain0	42.1	93.8	91.3	273	273	286	7.46e-70	211.0
7aaz	7aaz_A	3k5v	3k5v__chain0	43.9	95.9	91.3	278	290	286	3.54e-75	225.0
7ab1	7ab1_A	3pyy	3pyy__chain0	41.2	93.7	97.4	272	270	265	1.84e-67	204.0
7ab2	7ab2_A	3pyy	3pyy__chain0	41.2	93.7	97.4	272	270	265	1.84e-67	204.0
7ac9	7ac9_H	2zda	2zda__chain1	100.0	99.6	100.0	251	252	251	1.7999999999999999e-199	537.0
7ack	7ack_B	4eor	4eor__chain1	100.0	99.6	100.0	257	258	257	4.23e-192	519.0
7adg	7adg_A	2v00	2v00__chain0	100.0	100.0	100.0	330	330	330	8.07e-231	623.0
7aei	7aei_A	3mss	3mss__chain0	39.2	83.5	95.8	265	315	264	2.7899999999999998e-61	190.0
7aem	7aem_A	3mss	3mss__chain0	39.2	84.3	95.8	265	312	264	2.54e-61	190.0
7ais	7ais_A	1e66	1e66__chain0	100.0	100.0	100.0	532	532	532	0.0	1108.0
7ait	7ait_A	1e66	1e66__chain0	100.0	100.0	100.0	532	532	532	0.0	1108.0
7aiu	7aiu_A	1e66	1e66__chain0	100.0	100.0	100.0	532	532	532	0.0	1108.0
7aiw	7aiw_B	1e66	1e66__chain0	100.0	100.0	100.0	532	532	532	0.0	1108.0
7aix	7aix_A	1e66	1e66__chain0	100.0	100.0	100.0	532	532	532	0.0	1108.0
7aiy	7aiy_A	1e66	1e66__chain0	53.5	100.0	99.1	527	527	532	4.02e-226	628.0
7ajn	7ajn_A	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
7ajv	7ajv_B	1pxn	1pxn__chain0	30.1	95.5	96.3	322	333	294	1.93e-34	121.0
7ajy	7ajy_B	1pxn	1pxn__chain0	31.1	95.7	96.3	318	328	294	3.3699999999999998e-34	120.0
7ak2	7ak2_B	1pxn	1pxn__chain0	30.1	95.5	96.3	322	333	294	1.93e-34	121.0
7aka	7aka_A	1pxn	1pxn__chain0	30.2	95.5	96.3	325	333	294	7.289999999999999e-34	120.0
7akb	7akb_A	1pxn	1pxn__chain0	30.2	95.5	96.3	325	333	294	7.289999999999999e-34	120.0
7ake	7ake_A	1pxn	1pxn__chain0	30.2	95.2	96.3	321	333	294	1.03e-32	117.0
7akf	7akf_A	1pxn	1pxn__chain0	30.9	77.9	94.6	317	402	294	3.84e-37	130.0
7akg	7akg_A	3ag9	3ag9__chain0	30.6	81.9	73.0	242	293	319	3.17e-24	93.6
7akh	7akh_A	1pxn	1pxn__chain0	30.9	77.9	94.6	317	402	294	3.84e-37	130.0
7akm	7akm_A	2br1	2br1__chain0	98.5	100.0	98.2	270	270	272	7.589999999999999e-204	550.0
7ako	7ako_A	2br1	2br1__chain0	98.5	100.0	98.2	270	270	272	7.589999999999999e-204	550.0
7amz	7amz_A	1e66	1e66__chain0	53.3	100.0	99.1	527	527	532	1.63e-225	626.0
7aos	7aos_A	2pog	2pog__chain0	33.2	83.8	82.4	193	216	233	1.36e-24	90.9
7apf	7apf_B	4hge	4hge__chain0	61.6	97.2	97.6	279	285	286	4.92e-124	349.0
7apg	7apg_C	4hge	4hge__chain0	61.6	95.8	97.6	279	289	286	5.73e-124	349.0
7asj	7asj_A	4jsz	4jsz__chain0	99.6	99.6	100.0	257	258	257	5.81e-199	536.0
7atu	7atu_D	3mss	3mss__chain0	34.0	80.7	80.7	215	243	264	1.01e-30	108.0
7auv	7auv_A	3e92	3e92__chain0	48.4	97.7	95.4	341	347	349	1.25e-108	315.0
7avx	7avx_A	3k5v	3k5v__chain0	44.1	97.1	91.3	272	276	286	3.85e-76	227.0
7avy	7avy_A	3k5v	3k5v__chain0	42.4	96.3	91.3	276	270	286	2.3800000000000002e-70	212.0
7avz	7avz_A	3pyy	3pyy__chain0	41.5	93.7	97.4	270	268	265	8.58e-68	205.0
7aw0	7aw0_A	3pyy	3pyy__chain0	41.3	93.7	97.4	271	269	265	1.26e-67	204.0
7aw1	7aw1_A	3pyy	3pyy__chain0	41.5	93.7	97.4	270	268	265	8.58e-68	205.0
7aw2	7aw2_A	3k5v	3k5v__chain0	43.4	89.3	86.4	258	270	286	3.05e-68	207.0
7aw3	7aw3_A	3pyy	3pyy__chain0	41.3	93.7	97.4	271	269	265	1.26e-67	204.0
7aw4	7aw4_B	3pyy	3pyy__chain0	43.4	95.7	97.4	265	257	265	2.17e-73	219.0
7awc	7awc_A	2yfe	2yfe__chain0	98.1	98.9	99.6	268	271	264	5.51e-184	499.0
7ax4	7ax4_A	3k5v	3k5v__chain0	30.2	95.8	88.1	262	261	286	5.2e-27	99.8
7axr	7axr_A	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
7axt	7axt_A	1q8t	1q8t__chain0	94.7	96.2	99.7	340	344	341	1.26e-238	644.0
7axv	7axv_A	1q8t	1q8t__chain0	95.3	96.2	99.7	340	346	341	1.12e-237	642.0
7axw	7axw_A	1q8t	1q8t__chain0	96.8	96.3	99.7	340	351	341	4.8600000000000005e-247	665.0
7ay9	7ay9_A	4eor	4eor__chain0	31.7	89.1	98.0	303	331	294	3.01e-39	134.0
7aya	7aya_B	4eor	4eor__chain0	32.2	89.0	98.0	301	326	294	2.53e-40	137.0
7ayh	7ayh_A	3myg	3myg__chain0	98.0	98.8	100.0	252	250	252	3.57e-183	496.0
7ayi	7ayi_A	3myg	3myg__chain0	98.0	98.0	100.0	252	252	252	5.5e-183	496.0
7aym	7aym_A	3k5v	3k5v__chain0	43.7	97.5	88.8	270	275	286	2.26e-69	210.0
7b1e	7b1e_A	3udh	3udh__chain0	98.7	99.7	96.7	381	377	394	1.01e-286	769.0
7b1p	7b1p_A	3udh	3udh__chain0	98.7	100.0	97.0	382	377	394	3.54e-287	770.0
7b1q	7b1q_A	3udh	3udh__chain0	98.2	99.7	97.0	382	379	394	2.5899999999999997e-285	766.0
7b1t	7b1t_A	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
7b35	7b35_A	3myg	3myg__chain0	31.7	88.6	94.4	240	264	252	1.3e-36	124.0
7b36	7b36_C	3myg	3myg__chain0	32.7	86.9	93.3	245	267	252	7.150000000000001e-37	125.0
7b3q	7b3q_A	4twp	4twp__chain0	39.9	88.7	92.1	258	283	266	4.29e-61	188.0
7b3t	7b3t_A	4twp	4twp__chain0	39.6	90.4	92.1	250	261	266	1.3200000000000001e-59	184.0
7b3v	7b3v_A	4twp	4twp__chain0	39.9	89.1	92.1	258	274	266	5.09e-60	185.0
7b3w	7b3w_A	3mss	3mss__chain0	40.7	92.3	92.0	248	259	264	1.2999999999999999e-61	189.0
7b3z	7b3z_A	4twp	4twp__chain0	39.7	88.4	92.1	257	277	266	1.7699999999999998e-61	189.0
7b40	7b40_A	4twp	4twp__chain0	39.7	87.8	92.1	257	279	266	1.89e-61	189.0
7b41	7b41_A	4twp	4twp__chain0	39.7	87.9	92.1	257	281	266	2.8399999999999997e-61	189.0
7b42	7b42_A	4twp	4twp__chain0	39.7	88.5	92.1	257	279	266	2.66e-61	189.0
7b43	7b43_A	4twp	4twp__chain0	39.7	88.4	92.1	257	277	266	1.7699999999999998e-61	189.0
7b44	7b44_A	4twp	4twp__chain0	39.7	87.9	92.1	257	282	266	2.08e-61	189.0
7b56	7b56_B	2wtv	2wtv__chain0	34.3	87.8	97.3	268	303	264	1.16e-46	152.0
7b6f	7b6f_A	2fvd	2fvd__chain0	33.7	84.1	97.2	297	347	284	1.2e-50	164.0
7b7s	7b7s_B	4eor	4eor__chain1	100.0	100.0	98.8	254	254	257	1.4e-189	513.0
7b88	7b88_A	2p15	2p15__chain0	32.0	87.3	81.0	197	212	242	7.729999999999999e-24	89.0
7b8e	7b8e_A	1e66	1e66__chain0	100.0	100.0	100.0	532	532	532	0.0	1108.0
7b8w	7b8w_D	3mss	3mss__chain0	33.0	74.0	80.7	215	273	264	5.43e-32	112.0
7b9o	7b9o_A	2pog	2pog__chain0	32.4	91.9	84.1	204	209	233	3.21e-23	87.0
7baq	7baq_A	1q8t	1q8t__chain0	97.1	100.0	99.7	340	340	341	2.7899999999999996e-250	673.0
7bar	7bar_A	1q8t	1q8t__chain0	97.0	100.0	99.1	338	338	341	4.26e-249	670.0
7bb0	7bb0_A	1q8t	1q8t__chain0	95.9	96.3	99.7	340	349	341	6.1e-245	660.0
7bdo	7bdo_A	4f9w	4f9w__chain0	97.9	99.7	100.0	336	332	336	4.22e-244	657.0
7be4	7be4_A	4f9w	4f9w__chain0	97.6	99.7	100.0	336	331	336	2.74e-242	652.0
7be5	7be5_A	4f9w	4f9w__chain0	97.0	99.7	100.0	336	329	336	4.01e-239	644.0
7be6	7be6_A	3k5v	3k5v__chain0	39.1	95.7	89.2	289	302	286	4.47e-65	200.0
7bf7	7bf7_AAA	3ueu	3ueu__chain0	99.4	100.0	99.4	154	154	155	1.65e-111	307.0
7bf8	7bf8_AAA	3uew	3uew__chain0	99.4	99.4	99.4	155	156	156	4.54e-112	308.0
7bf9	7bf9_AAA	3uev	3uev__chain0	98.7	100.0	97.5	154	154	158	7.449999999999999e-111	305.0
7bfa	7bfa_AAA	4jsz	4jsz__chain0	99.6	99.6	100.0	257	258	257	5.81e-199	536.0
7bg5	7bg5_AAA	4jsz	4jsz__chain0	99.6	99.6	100.0	257	258	257	5.81e-199	536.0
7bhh	7bhh_A	4jsz	4jsz__chain0	99.6	99.6	100.0	257	258	257	5.81e-199	536.0
7bi5	7bi5_A	4jsz	4jsz__chain0	99.6	100.0	99.6	256	256	257	5.35e-199	536.0
7bjd	7bjd_A	2br1	2br1__chain0	95.5	100.0	97.4	265	263	272	2.69e-193	523.0
7bje	7bje_A	1nvq	1nvq__chain0	95.8	100.0	98.5	260	259	264	1.34e-190	516.0
