set,bond_type,len_lo,len_hi,n,pct
TargetDiff,C-C,1.365,1.37,729,0.8926
TargetDiff,C-C,1.37,1.375,900,1.102
TargetDiff,C-C,1.375,1.38,1080,1.3224
TargetDiff,C-C,1.38,1.385,1358,1.6627
TargetDiff,C-C,1.385,1.39,1469,1.7987
TargetDiff,C-C,1.39,1.395,1550,1.8978
TargetDiff,C-C,1.395,1.4,1578,1.9321
TargetDiff,C-C,1.4,1.405,1610,1.9713
TargetDiff,C-C,1.405,1.41,1576,1.9297
TargetDiff,C-C,1.41,1.415,1499,1.8354
TargetDiff,C-C,1.415,1.42,1522,1.8636
TargetDiff,C-C,1.42,1.425,1449,1.7742
TargetDiff,C-C,1.425,1.43,1392,1.7044
TargetDiff,C-C,1.43,1.435,1482,1.8146
TargetDiff,C-C,1.435,1.44,1448,1.7729
TargetDiff,C-C,1.44,1.445,1549,1.8966
TargetDiff,C-C,1.445,1.45,1579,1.9333
TargetDiff,C-C,1.45,1.455,1651,2.0215
TargetDiff,C-C,1.455,1.46,1707,2.0901
TargetDiff,C-C,1.46,1.465,1836,2.248
TargetDiff,C-C,1.465,1.47,1854,2.2701
TargetDiff,C-C,1.47,1.475,1923,2.3545
TargetDiff,C-C,1.475,1.48,1901,2.3276
TargetDiff,C-C,1.48,1.485,2040,2.4978
TargetDiff,C-C,1.485,1.49,2107,2.5798
TargetDiff,C-C,1.49,1.495,2073,2.5382
TargetDiff,C-C,1.495,1.5,2227,2.7268
TargetDiff,C-C,1.5,1.505,2182,2.6717
TargetDiff,C-C,1.505,1.51,2153,2.6362
TargetDiff,C-C,1.51,1.515,2162,2.6472
TargetDiff,C-C,1.515,1.52,2135,2.6141
TargetDiff,C-C,1.52,1.525,2071,2.5358
TargetDiff,C-C,1.525,1.53,2091,2.5602
TargetDiff,C-C,1.53,1.535,2004,2.4537
TargetDiff,C-C,1.535,1.54,1883,2.3056
TargetDiff,C-C,1.54,1.545,1778,2.177
TargetDiff,C-C,1.545,1.55,1724,2.1109
TargetDiff,C-C,1.55,1.555,1578,1.9321
TargetDiff,C-C,1.555,1.56,1419,1.7374
TargetDiff,C-C,1.56,1.565,1307,1.6003
TargetDiff,C-C,1.565,1.57,1155,1.4142
TargetDiff,C-C,1.57,1.575,1045,1.2795
TargetDiff,C-C,1.575,1.58,975,1.1938
TargetDiff,C-C,1.58,1.585,876,1.0726
TargetDiff,C-C,1.585,1.59,790,0.9673
TargetDiff,C-C,1.59,1.595,660,0.8081
TargetDiff,C-C,1.595,1.6,621,0.7604
TargetDiff,C-C,1.6,1.605,579,0.7089
TargetDiff,C-C,1.605,1.61,472,0.5779
TargetDiff,C-C,1.61,1.615,402,0.4922
TargetDiff,C-C,1.615,1.62,358,0.4383
TargetDiff,C-C,1.62,1.625,293,0.3588
TargetDiff,C-C,1.625,1.63,269,0.3294
TargetDiff,C-C,1.63,1.635,242,0.2963
TargetDiff,C-C,1.635,1.64,170,0.2081
TargetDiff,C-C,1.64,1.645,179,0.2192
TargetDiff,C-C,1.645,1.65,152,0.1861
TargetDiff,C-C,1.65,1.655,151,0.1849
TargetDiff,C-C,1.655,1.66,119,0.1457
TargetDiff,C-C,1.66,1.665,105,0.1286
TargetDiff,C-C,1.665,1.67,99,0.1212
TargetDiff,C-C,1.67,1.675,80,0.098
TargetDiff,C-C,1.675,1.68,73,0.0894
TargetDiff,C-C,1.68,1.685,70,0.0857
TargetDiff,C-C,1.685,1.69,55,0.0673
TargetDiff,C-C,1.69,inf,579,0.7089
TargetDiff,C=C,-inf,1.1,5,0.0509
TargetDiff,C=C,1.1,1.105,0,0.0
TargetDiff,C=C,1.105,1.11,1,0.0102
TargetDiff,C=C,1.11,1.115,1,0.0102
TargetDiff,C=C,1.115,1.12,2,0.0204
TargetDiff,C=C,1.12,1.125,3,0.0305
TargetDiff,C=C,1.125,1.13,1,0.0102
TargetDiff,C=C,1.13,1.135,3,0.0305
TargetDiff,C=C,1.135,1.14,0,0.0
TargetDiff,C=C,1.14,1.145,3,0.0305
TargetDiff,C=C,1.145,1.15,1,0.0102
TargetDiff,C=C,1.15,1.155,1,0.0102
TargetDiff,C=C,1.155,1.16,3,0.0305
TargetDiff,C=C,1.16,1.165,7,0.0713
TargetDiff,C=C,1.165,1.17,5,0.0509
TargetDiff,C=C,1.17,1.175,4,0.0407
TargetDiff,C=C,1.175,1.18,5,0.0509
TargetDiff,C=C,1.18,1.185,3,0.0305
TargetDiff,C=C,1.185,1.19,3,0.0305
TargetDiff,C=C,1.19,1.195,8,0.0815
TargetDiff,C=C,1.195,1.2,3,0.0305
TargetDiff,C=C,1.2,1.205,5,0.0509
TargetDiff,C=C,1.205,1.21,13,0.1324
TargetDiff,C=C,1.21,1.215,13,0.1324
TargetDiff,C=C,1.215,1.22,5,0.0509
TargetDiff,C=C,1.22,1.225,22,0.224
TargetDiff,C=C,1.225,1.23,12,0.1222
TargetDiff,C=C,1.23,1.235,11,0.112
TargetDiff,C=C,1.235,1.24,14,0.1426
TargetDiff,C=C,1.24,1.245,15,0.1527
TargetDiff,C=C,1.245,1.25,18,0.1833
TargetDiff,C=C,1.25,1.255,27,0.2749
TargetDiff,C=C,1.255,1.26,19,0.1935
TargetDiff,C=C,1.26,1.265,26,0.2648
TargetDiff,C=C,1.265,1.27,32,0.3259
TargetDiff,C=C,1.27,1.275,26,0.2648
TargetDiff,C=C,1.275,1.28,43,0.4379
TargetDiff,C=C,1.28,1.285,31,0.3157
TargetDiff,C=C,1.285,1.29,49,0.499
TargetDiff,C=C,1.29,1.295,48,0.4888
TargetDiff,C=C,1.295,1.3,57,0.5804
TargetDiff,C=C,1.3,1.305,67,0.6823
TargetDiff,C=C,1.305,1.31,102,1.0387
TargetDiff,C=C,1.31,1.315,112,1.1405
TargetDiff,C=C,1.315,1.32,149,1.5173
TargetDiff,C=C,1.32,1.325,134,1.3646
TargetDiff,C=C,1.325,1.33,149,1.5173
TargetDiff,C=C,1.33,1.335,179,1.8228
TargetDiff,C=C,1.335,1.34,213,2.169
TargetDiff,C=C,1.34,1.345,240,2.444
TargetDiff,C=C,1.345,1.35,288,2.9328
TargetDiff,C=C,1.35,1.355,307,3.1263
TargetDiff,C=C,1.355,1.36,372,3.7882
TargetDiff,C=C,1.36,1.365,447,4.5519
TargetDiff,C=C,1.365,1.37,487,4.9593
TargetDiff,C=C,1.37,1.375,460,4.6843
TargetDiff,C=C,1.375,1.38,470,4.7862
TargetDiff,C=C,1.38,1.385,434,4.4196
TargetDiff,C=C,1.385,1.39,425,4.3279
TargetDiff,C=C,1.39,1.395,407,4.1446
TargetDiff,C=C,1.395,1.4,356,3.6253
TargetDiff,C=C,1.4,1.405,329,3.3503
TargetDiff,C=C,1.405,1.41,291,2.9633
TargetDiff,C=C,1.41,1.415,246,2.5051
TargetDiff,C=C,1.415,1.42,232,2.3625
TargetDiff,C=C,1.42,1.425,204,2.0774
TargetDiff,C=C,1.425,1.43,149,1.5173
TargetDiff,C=C,1.43,1.435,159,1.6191
TargetDiff,C=C,1.435,1.44,150,1.5275
TargetDiff,C=C,1.44,1.445,121,1.2322
TargetDiff,C=C,1.445,1.45,122,1.2424
TargetDiff,C=C,1.45,1.455,125,1.2729
TargetDiff,C=C,1.455,1.46,121,1.2322
TargetDiff,C=C,1.46,1.465,100,1.0183
TargetDiff,C=C,1.465,1.47,101,1.0285
TargetDiff,C=C,1.47,1.475,106,1.0794
TargetDiff,C=C,1.475,1.48,79,0.8045
TargetDiff,C=C,1.48,1.485,62,0.6314
TargetDiff,C=C,1.485,1.49,65,0.6619
TargetDiff,C=C,1.49,1.495,76,0.7739
TargetDiff,C=C,1.495,1.5,69,0.7026
TargetDiff,C=C,1.5,1.505,44,0.4481
TargetDiff,C=C,1.505,1.51,43,0.4379
TargetDiff,C=C,1.51,1.515,37,0.3768
TargetDiff,C=C,1.515,1.52,39,0.3971
TargetDiff,C=C,1.52,1.525,45,0.4582
TargetDiff,C=C,1.525,1.53,34,0.3462
TargetDiff,C=C,1.53,1.535,27,0.2749
TargetDiff,C=C,1.535,1.54,29,0.2953
TargetDiff,C=C,1.54,1.545,31,0.3157
TargetDiff,C=C,1.545,1.55,25,0.2546
TargetDiff,C=C,1.55,1.555,23,0.2342
TargetDiff,C=C,1.555,1.56,20,0.2037
TargetDiff,C=C,1.56,1.565,15,0.1527
TargetDiff,C=C,1.565,1.57,15,0.1527
TargetDiff,C=C,1.57,1.575,16,0.1629
TargetDiff,C=C,1.575,1.58,8,0.0815
TargetDiff,C=C,1.58,1.585,9,0.0916
TargetDiff,C=C,1.585,1.59,13,0.1324
TargetDiff,C=C,1.59,1.595,4,0.0407
TargetDiff,C=C,1.595,1.6,10,0.1018
TargetDiff,C=C,1.6,1.605,6,0.0611
TargetDiff,C=C,1.605,1.61,8,0.0815
TargetDiff,C=C,1.61,1.615,5,0.0509
TargetDiff,C=C,1.615,1.62,3,0.0305
TargetDiff,C=C,1.62,1.625,8,0.0815
TargetDiff,C=C,1.625,1.63,1,0.0102
TargetDiff,C=C,1.63,1.635,3,0.0305
TargetDiff,C=C,1.635,1.64,2,0.0204
TargetDiff,C=C,1.64,1.645,5,0.0509
TargetDiff,C=C,1.645,1.65,1,0.0102
TargetDiff,C=C,1.65,1.655,4,0.0407
TargetDiff,C=C,1.655,1.66,4,0.0407
TargetDiff,C=C,1.66,1.665,3,0.0305
TargetDiff,C=C,1.665,1.67,2,0.0204
TargetDiff,C=C,1.67,1.675,1,0.0102
TargetDiff,C=C,1.675,1.68,4,0.0407
TargetDiff,C=C,1.68,1.685,1,0.0102
TargetDiff,C=C,1.685,1.69,1,0.0102
TargetDiff,C=C,1.69,inf,18,0.1833
TargetDiff,C-N,-inf,1.1,23,0.1077
TargetDiff,C-N,1.1,1.105,3,0.014
TargetDiff,C-N,1.105,1.11,1,0.0047
TargetDiff,C-N,1.11,1.115,3,0.014
TargetDiff,C-N,1.115,1.12,0,0.0
TargetDiff,C-N,1.12,1.125,1,0.0047
TargetDiff,C-N,1.125,1.13,4,0.0187
TargetDiff,C-N,1.13,1.135,3,0.014
TargetDiff,C-N,1.135,1.14,2,0.0094
TargetDiff,C-N,1.14,1.145,2,0.0094
TargetDiff,C-N,1.145,1.15,6,0.0281
TargetDiff,C-N,1.15,1.155,2,0.0094
TargetDiff,C-N,1.155,1.16,4,0.0187
TargetDiff,C-N,1.16,1.165,8,0.0374
TargetDiff,C-N,1.165,1.17,2,0.0094
TargetDiff,C-N,1.17,1.175,3,0.014
TargetDiff,C-N,1.175,1.18,7,0.0328
TargetDiff,C-N,1.18,1.185,3,0.014
TargetDiff,C-N,1.185,1.19,3,0.014
TargetDiff,C-N,1.19,1.195,6,0.0281
TargetDiff,C-N,1.195,1.2,4,0.0187
TargetDiff,C-N,1.2,1.205,9,0.0421
TargetDiff,C-N,1.205,1.21,10,0.0468
TargetDiff,C-N,1.21,1.215,11,0.0515
TargetDiff,C-N,1.215,1.22,12,0.0562
TargetDiff,C-N,1.22,1.225,7,0.0328
TargetDiff,C-N,1.225,1.23,18,0.0842
TargetDiff,C-N,1.23,1.235,18,0.0842
TargetDiff,C-N,1.235,1.24,16,0.0749
TargetDiff,C-N,1.24,1.245,17,0.0796
TargetDiff,C-N,1.245,1.25,24,0.1123
TargetDiff,C-N,1.25,1.255,21,0.0983
TargetDiff,C-N,1.255,1.26,27,0.1264
TargetDiff,C-N,1.26,1.265,35,0.1638
TargetDiff,C-N,1.265,1.27,38,0.1779
TargetDiff,C-N,1.27,1.275,26,0.1217
TargetDiff,C-N,1.275,1.28,50,0.234
TargetDiff,C-N,1.28,1.285,61,0.2855
TargetDiff,C-N,1.285,1.29,71,0.3323
TargetDiff,C-N,1.29,1.295,66,0.3089
TargetDiff,C-N,1.295,1.3,103,0.4821
TargetDiff,C-N,1.3,1.305,125,0.5851
TargetDiff,C-N,1.305,1.31,140,0.6553
TargetDiff,C-N,1.31,1.315,172,0.8051
TargetDiff,C-N,1.315,1.32,170,0.7957
TargetDiff,C-N,1.32,1.325,244,1.1421
TargetDiff,C-N,1.325,1.33,304,1.4229
TargetDiff,C-N,1.33,1.335,316,1.4791
TargetDiff,C-N,1.335,1.34,397,1.8582
TargetDiff,C-N,1.34,1.345,424,1.9846
TargetDiff,C-N,1.345,1.35,467,2.1858
TargetDiff,C-N,1.35,1.355,555,2.5977
TargetDiff,C-N,1.355,1.36,565,2.6445
TargetDiff,C-N,1.36,1.365,627,2.9347
TargetDiff,C-N,1.365,1.37,645,3.019
TargetDiff,C-N,1.37,1.375,694,3.2483
TargetDiff,C-N,1.375,1.38,682,3.1921
TargetDiff,C-N,1.38,1.385,735,3.4402
TargetDiff,C-N,1.385,1.39,664,3.1079
TargetDiff,C-N,1.39,1.395,671,3.1407
TargetDiff,C-N,1.395,1.4,645,3.019
TargetDiff,C-N,1.4,1.405,651,3.047
TargetDiff,C-N,1.405,1.41,601,2.813
TargetDiff,C-N,1.41,1.415,572,2.6773
TargetDiff,C-N,1.415,1.42,533,2.4947
TargetDiff,C-N,1.42,1.425,589,2.7568
TargetDiff,C-N,1.425,1.43,557,2.6071
TargetDiff,C-N,1.43,1.435,498,2.3309
TargetDiff,C-N,1.435,1.44,476,2.2279
TargetDiff,C-N,1.44,1.445,517,2.4198
TargetDiff,C-N,1.445,1.45,497,2.3262
TargetDiff,C-N,1.45,1.455,453,2.1203
TargetDiff,C-N,1.455,1.46,421,1.9705
TargetDiff,C-N,1.46,1.465,449,2.1016
TargetDiff,C-N,1.465,1.47,393,1.8395
TargetDiff,C-N,1.47,1.475,383,1.7927
TargetDiff,C-N,1.475,1.48,376,1.7599
TargetDiff,C-N,1.48,1.485,395,1.8488
TargetDiff,C-N,1.485,1.49,292,1.3667
TargetDiff,C-N,1.49,1.495,278,1.3012
TargetDiff,C-N,1.495,1.5,282,1.3199
TargetDiff,C-N,1.5,1.505,221,1.0344
TargetDiff,C-N,1.505,1.51,183,0.8565
TargetDiff,C-N,1.51,1.515,197,0.9221
TargetDiff,C-N,1.515,1.52,181,0.8472
TargetDiff,C-N,1.52,1.525,156,0.7302
TargetDiff,C-N,1.525,1.53,147,0.688
TargetDiff,C-N,1.53,1.535,113,0.5289
TargetDiff,C-N,1.535,1.54,112,0.5242
TargetDiff,C-N,1.54,1.545,119,0.557
TargetDiff,C-N,1.545,1.55,84,0.3932
TargetDiff,C-N,1.55,1.555,70,0.3276
TargetDiff,C-N,1.555,1.56,74,0.3464
TargetDiff,C-N,1.56,1.565,68,0.3183
TargetDiff,C-N,1.565,1.57,46,0.2153
TargetDiff,C-N,1.57,1.575,45,0.2106
TargetDiff,C-N,1.575,1.58,31,0.1451
TargetDiff,C-N,1.58,1.585,27,0.1264
TargetDiff,C-N,1.585,1.59,31,0.1451
TargetDiff,C-N,1.59,1.595,36,0.1685
TargetDiff,C-N,1.595,1.6,26,0.1217
TargetDiff,C-N,1.6,1.605,24,0.1123
TargetDiff,C-N,1.605,1.61,13,0.0608
TargetDiff,C-N,1.61,1.615,17,0.0796
TargetDiff,C-N,1.615,1.62,11,0.0515
TargetDiff,C-N,1.62,1.625,11,0.0515
TargetDiff,C-N,1.625,1.63,15,0.0702
TargetDiff,C-N,1.63,1.635,10,0.0468
TargetDiff,C-N,1.635,1.64,13,0.0608
TargetDiff,C-N,1.64,1.645,1,0.0047
TargetDiff,C-N,1.645,1.65,12,0.0562
TargetDiff,C-N,1.65,1.655,12,0.0562
TargetDiff,C-N,1.655,1.66,9,0.0421
TargetDiff,C-N,1.66,1.665,3,0.014
TargetDiff,C-N,1.665,1.67,4,0.0187
TargetDiff,C-N,1.67,1.675,6,0.0281
TargetDiff,C-N,1.675,1.68,5,0.0234
TargetDiff,C-N,1.68,1.685,4,0.0187
TargetDiff,C-N,1.685,1.69,4,0.0187
TargetDiff,C-N,1.69,inf,39,0.1825
TargetDiff,C=N,-inf,1.1,2,0.0572
TargetDiff,C=N,1.1,1.105,0,0.0
TargetDiff,C=N,1.105,1.11,1,0.0286
TargetDiff,C=N,1.11,1.115,0,0.0
TargetDiff,C=N,1.115,1.12,1,0.0286
TargetDiff,C=N,1.12,1.125,1,0.0286
TargetDiff,C=N,1.125,1.13,0,0.0
TargetDiff,C=N,1.13,1.135,1,0.0286
TargetDiff,C=N,1.135,1.14,1,0.0286
TargetDiff,C=N,1.14,1.145,0,0.0
TargetDiff,C=N,1.145,1.15,1,0.0286
TargetDiff,C=N,1.15,1.155,2,0.0572
TargetDiff,C=N,1.155,1.16,1,0.0286
TargetDiff,C=N,1.16,1.165,1,0.0286
TargetDiff,C=N,1.165,1.17,1,0.0286
TargetDiff,C=N,1.17,1.175,1,0.0286
TargetDiff,C=N,1.175,1.18,7,0.2001
TargetDiff,C=N,1.18,1.185,3,0.0857
TargetDiff,C=N,1.185,1.19,2,0.0572
TargetDiff,C=N,1.19,1.195,3,0.0857
TargetDiff,C=N,1.195,1.2,3,0.0857
TargetDiff,C=N,1.2,1.205,4,0.1143
TargetDiff,C=N,1.205,1.21,5,0.1429
TargetDiff,C=N,1.21,1.215,3,0.0857
TargetDiff,C=N,1.215,1.22,10,0.2858
TargetDiff,C=N,1.22,1.225,7,0.2001
TargetDiff,C=N,1.225,1.23,7,0.2001
TargetDiff,C=N,1.23,1.235,6,0.1715
TargetDiff,C=N,1.235,1.24,11,0.3144
TargetDiff,C=N,1.24,1.245,15,0.4287
TargetDiff,C=N,1.245,1.25,17,0.4859
TargetDiff,C=N,1.25,1.255,20,0.5716
TargetDiff,C=N,1.255,1.26,18,0.5144
TargetDiff,C=N,1.26,1.265,19,0.543
TargetDiff,C=N,1.265,1.27,26,0.7431
TargetDiff,C=N,1.27,1.275,41,1.1718
TargetDiff,C=N,1.275,1.28,39,1.1146
TargetDiff,C=N,1.28,1.285,39,1.1146
TargetDiff,C=N,1.285,1.29,53,1.5147
TargetDiff,C=N,1.29,1.295,61,1.7434
TargetDiff,C=N,1.295,1.3,78,2.2292
TargetDiff,C=N,1.3,1.305,66,1.8863
TargetDiff,C=N,1.305,1.31,103,2.9437
TargetDiff,C=N,1.31,1.315,102,2.9151
TargetDiff,C=N,1.315,1.32,99,2.8294
TargetDiff,C=N,1.32,1.325,148,4.2298
TargetDiff,C=N,1.325,1.33,158,4.5156
TargetDiff,C=N,1.33,1.335,154,4.4013
TargetDiff,C=N,1.335,1.34,153,4.3727
TargetDiff,C=N,1.34,1.345,149,4.2584
TargetDiff,C=N,1.345,1.35,167,4.7728
TargetDiff,C=N,1.35,1.355,143,4.0869
TargetDiff,C=N,1.355,1.36,181,5.1729
TargetDiff,C=N,1.36,1.365,170,4.8585
TargetDiff,C=N,1.365,1.37,137,3.9154
TargetDiff,C=N,1.37,1.375,126,3.601
TargetDiff,C=N,1.375,1.38,118,3.3724
TargetDiff,C=N,1.38,1.385,88,2.515
TargetDiff,C=N,1.385,1.39,101,2.8865
TargetDiff,C=N,1.39,1.395,81,2.3149
TargetDiff,C=N,1.395,1.4,81,2.3149
TargetDiff,C=N,1.4,1.405,50,1.429
TargetDiff,C=N,1.405,1.41,46,1.3147
TargetDiff,C=N,1.41,1.415,59,1.6862
TargetDiff,C=N,1.415,1.42,40,1.1432
TargetDiff,C=N,1.42,1.425,35,1.0003
TargetDiff,C=N,1.425,1.43,27,0.7716
TargetDiff,C=N,1.43,1.435,34,0.9717
TargetDiff,C=N,1.435,1.44,27,0.7716
TargetDiff,C=N,1.44,1.445,22,0.6288
TargetDiff,C=N,1.445,1.45,10,0.2858
TargetDiff,C=N,1.45,1.455,6,0.1715
TargetDiff,C=N,1.455,1.46,10,0.2858
TargetDiff,C=N,1.46,1.465,9,0.2572
TargetDiff,C=N,1.465,1.47,9,0.2572
TargetDiff,C=N,1.47,1.475,8,0.2286
TargetDiff,C=N,1.475,1.48,7,0.2001
TargetDiff,C=N,1.48,1.485,3,0.0857
TargetDiff,C=N,1.485,1.49,9,0.2572
TargetDiff,C=N,1.49,1.495,5,0.1429
TargetDiff,C=N,1.495,1.5,5,0.1429
TargetDiff,C=N,1.5,1.505,4,0.1143
TargetDiff,C=N,1.505,1.51,4,0.1143
TargetDiff,C=N,1.51,1.515,3,0.0857
TargetDiff,C=N,1.515,1.52,3,0.0857
TargetDiff,C=N,1.52,1.525,1,0.0286
TargetDiff,C=N,1.525,1.53,3,0.0857
TargetDiff,C=N,1.53,1.535,2,0.0572
TargetDiff,C=N,1.535,1.54,1,0.0286
TargetDiff,C=N,1.54,1.545,2,0.0572
TargetDiff,C=N,1.545,1.55,2,0.0572
TargetDiff,C=N,1.55,1.555,2,0.0572
TargetDiff,C=N,1.555,1.56,4,0.1143
TargetDiff,C=N,1.56,1.565,2,0.0572
TargetDiff,C=N,1.565,1.57,2,0.0572
TargetDiff,C=N,1.57,1.575,0,0.0
TargetDiff,C=N,1.575,1.58,1,0.0286
TargetDiff,C=N,1.58,1.585,1,0.0286
TargetDiff,C=N,1.585,1.59,0,0.0
TargetDiff,C=N,1.59,1.595,0,0.0
TargetDiff,C=N,1.595,1.6,1,0.0286
TargetDiff,C=N,1.6,1.605,0,0.0
TargetDiff,C=N,1.605,1.61,2,0.0572
TargetDiff,C=N,1.61,1.615,0,0.0
TargetDiff,C=N,1.615,1.62,0,0.0
TargetDiff,C=N,1.62,1.625,0,0.0
TargetDiff,C=N,1.625,1.63,0,0.0
TargetDiff,C=N,1.63,1.635,1,0.0286
TargetDiff,C=N,1.635,1.64,0,0.0
TargetDiff,C=N,1.64,1.645,0,0.0
TargetDiff,C=N,1.645,1.65,0,0.0
TargetDiff,C=N,1.65,1.655,0,0.0
TargetDiff,C=N,1.655,1.66,0,0.0
TargetDiff,C=N,1.66,1.665,0,0.0
TargetDiff,C=N,1.665,1.67,0,0.0
TargetDiff,C=N,1.67,1.675,0,0.0
TargetDiff,C=N,1.675,1.68,0,0.0
TargetDiff,C=N,1.68,1.685,0,0.0
TargetDiff,C=N,1.685,1.69,0,0.0
TargetDiff,C=N,1.69,inf,1,0.0286
TargetDiff,C-O,-inf,1.1,1,0.0046
TargetDiff,C-O,1.1,1.105,1,0.0046
TargetDiff,C-O,1.105,1.11,1,0.0046
TargetDiff,C-O,1.11,1.115,0,0.0
TargetDiff,C-O,1.115,1.12,1,0.0046
TargetDiff,C-O,1.12,1.125,0,0.0
TargetDiff,C-O,1.125,1.13,1,0.0046
TargetDiff,C-O,1.13,1.135,0,0.0
TargetDiff,C-O,1.135,1.14,1,0.0046
TargetDiff,C-O,1.14,1.145,1,0.0046
TargetDiff,C-O,1.145,1.15,1,0.0046
TargetDiff,C-O,1.15,1.155,0,0.0
TargetDiff,C-O,1.155,1.16,1,0.0046
TargetDiff,C-O,1.16,1.165,3,0.0138
TargetDiff,C-O,1.165,1.17,0,0.0
TargetDiff,C-O,1.17,1.175,4,0.0183
TargetDiff,C-O,1.175,1.18,6,0.0275
TargetDiff,C-O,1.18,1.185,1,0.0046
TargetDiff,C-O,1.185,1.19,2,0.0092
TargetDiff,C-O,1.19,1.195,9,0.0413
TargetDiff,C-O,1.195,1.2,9,0.0413
TargetDiff,C-O,1.2,1.205,7,0.0321
TargetDiff,C-O,1.205,1.21,23,0.1055
TargetDiff,C-O,1.21,1.215,22,0.1009
TargetDiff,C-O,1.215,1.22,42,0.1926
TargetDiff,C-O,1.22,1.225,32,0.1467
TargetDiff,C-O,1.225,1.23,46,0.2109
TargetDiff,C-O,1.23,1.235,75,0.3439
TargetDiff,C-O,1.235,1.24,93,0.4265
TargetDiff,C-O,1.24,1.245,111,0.509
TargetDiff,C-O,1.245,1.25,114,0.5228
TargetDiff,C-O,1.25,1.255,154,0.7062
TargetDiff,C-O,1.255,1.26,131,0.6007
TargetDiff,C-O,1.26,1.265,144,0.6603
TargetDiff,C-O,1.265,1.27,156,0.7154
TargetDiff,C-O,1.27,1.275,182,0.8346
TargetDiff,C-O,1.275,1.28,143,0.6558
TargetDiff,C-O,1.28,1.285,125,0.5732
TargetDiff,C-O,1.285,1.29,259,1.1877
TargetDiff,C-O,1.29,1.295,277,1.2702
TargetDiff,C-O,1.295,1.3,260,1.1923
TargetDiff,C-O,1.3,1.305,255,1.1693
TargetDiff,C-O,1.305,1.31,301,1.3803
TargetDiff,C-O,1.31,1.315,301,1.3803
TargetDiff,C-O,1.315,1.32,346,1.5866
TargetDiff,C-O,1.32,1.325,340,1.5591
TargetDiff,C-O,1.325,1.33,340,1.5591
TargetDiff,C-O,1.33,1.335,394,1.8068
TargetDiff,C-O,1.335,1.34,356,1.6325
TargetDiff,C-O,1.34,1.345,378,1.7334
TargetDiff,C-O,1.345,1.35,413,1.8939
TargetDiff,C-O,1.35,1.355,476,2.1828
TargetDiff,C-O,1.355,1.36,482,2.2103
TargetDiff,C-O,1.36,1.365,504,2.3112
TargetDiff,C-O,1.365,1.37,495,2.2699
TargetDiff,C-O,1.37,1.375,513,2.3525
TargetDiff,C-O,1.375,1.38,558,2.5588
TargetDiff,C-O,1.38,1.385,561,2.5726
TargetDiff,C-O,1.385,1.39,574,2.6322
TargetDiff,C-O,1.39,1.395,595,2.7285
TargetDiff,C-O,1.395,1.4,619,2.8385
TargetDiff,C-O,1.4,1.405,606,2.7789
TargetDiff,C-O,1.405,1.41,601,2.756
TargetDiff,C-O,1.41,1.415,594,2.7239
TargetDiff,C-O,1.415,1.42,585,2.6826
TargetDiff,C-O,1.42,1.425,600,2.7514
TargetDiff,C-O,1.425,1.43,547,2.5084
TargetDiff,C-O,1.43,1.435,546,2.5038
TargetDiff,C-O,1.435,1.44,542,2.4854
TargetDiff,C-O,1.44,1.445,482,2.2103
TargetDiff,C-O,1.445,1.45,515,2.3616
TargetDiff,C-O,1.45,1.455,496,2.2745
TargetDiff,C-O,1.455,1.46,442,2.0269
TargetDiff,C-O,1.46,1.465,424,1.9443
TargetDiff,C-O,1.465,1.47,356,1.6325
TargetDiff,C-O,1.47,1.475,338,1.55
TargetDiff,C-O,1.475,1.48,310,1.4216
TargetDiff,C-O,1.48,1.485,294,1.3482
TargetDiff,C-O,1.485,1.49,257,1.1785
TargetDiff,C-O,1.49,1.495,266,1.2198
TargetDiff,C-O,1.495,1.5,219,1.0043
TargetDiff,C-O,1.5,1.505,197,0.9034
TargetDiff,C-O,1.505,1.51,171,0.7842
TargetDiff,C-O,1.51,1.515,157,0.72
TargetDiff,C-O,1.515,1.52,122,0.5595
TargetDiff,C-O,1.52,1.525,123,0.564
TargetDiff,C-O,1.525,1.53,99,0.454
TargetDiff,C-O,1.53,1.535,91,0.4173
TargetDiff,C-O,1.535,1.54,80,0.3669
TargetDiff,C-O,1.54,1.545,59,0.2706
TargetDiff,C-O,1.545,1.55,60,0.2751
TargetDiff,C-O,1.55,1.555,54,0.2476
TargetDiff,C-O,1.555,1.56,47,0.2155
TargetDiff,C-O,1.56,1.565,33,0.1513
TargetDiff,C-O,1.565,1.57,25,0.1146
TargetDiff,C-O,1.57,1.575,22,0.1009
TargetDiff,C-O,1.575,1.58,34,0.1559
TargetDiff,C-O,1.58,1.585,22,0.1009
TargetDiff,C-O,1.585,1.59,19,0.0871
TargetDiff,C-O,1.59,1.595,18,0.0825
TargetDiff,C-O,1.595,1.6,12,0.055
TargetDiff,C-O,1.6,1.605,8,0.0367
TargetDiff,C-O,1.605,1.61,17,0.078
TargetDiff,C-O,1.61,1.615,9,0.0413
TargetDiff,C-O,1.615,1.62,7,0.0321
TargetDiff,C-O,1.62,1.625,11,0.0504
TargetDiff,C-O,1.625,1.63,5,0.0229
TargetDiff,C-O,1.63,1.635,4,0.0183
TargetDiff,C-O,1.635,1.64,4,0.0183
TargetDiff,C-O,1.64,1.645,3,0.0138
TargetDiff,C-O,1.645,1.65,6,0.0275
TargetDiff,C-O,1.65,1.655,4,0.0183
