set,pairs,dist_lo,dist_hi,n,pct
DecompDiff,All_12A,11.7576,11.8788,3763,0.2356
DecompDiff,All_12A,11.8788,12.0,3563,0.2231
DecompDiff,CC_2A,0.0,0.0202,0,0.0
DecompDiff,CC_2A,0.0202,0.0404,0,0.0
DecompDiff,CC_2A,0.0404,0.0606,0,0.0
DecompDiff,CC_2A,0.0606,0.0808,0,0.0
DecompDiff,CC_2A,0.0808,0.101,0,0.0
DecompDiff,CC_2A,0.101,0.1212,0,0.0
DecompDiff,CC_2A,0.1212,0.1414,0,0.0
DecompDiff,CC_2A,0.1414,0.1616,0,0.0
DecompDiff,CC_2A,0.1616,0.1818,0,0.0
DecompDiff,CC_2A,0.1818,0.202,0,0.0
DecompDiff,CC_2A,0.202,0.2222,1,0.0012
DecompDiff,CC_2A,0.2222,0.2424,0,0.0
DecompDiff,CC_2A,0.2424,0.2626,1,0.0012
DecompDiff,CC_2A,0.2626,0.2828,0,0.0
DecompDiff,CC_2A,0.2828,0.303,0,0.0
DecompDiff,CC_2A,0.303,0.3232,1,0.0012
DecompDiff,CC_2A,0.3232,0.3434,1,0.0012
DecompDiff,CC_2A,0.3434,0.3636,0,0.0
DecompDiff,CC_2A,0.3636,0.3838,1,0.0012
DecompDiff,CC_2A,0.3838,0.404,0,0.0
DecompDiff,CC_2A,0.404,0.4242,0,0.0
DecompDiff,CC_2A,0.4242,0.4444,0,0.0
DecompDiff,CC_2A,0.4444,0.4646,0,0.0
DecompDiff,CC_2A,0.4646,0.4848,0,0.0
DecompDiff,CC_2A,0.4848,0.5051,0,0.0
DecompDiff,CC_2A,0.5051,0.5253,0,0.0
DecompDiff,CC_2A,0.5253,0.5455,0,0.0
DecompDiff,CC_2A,0.5455,0.5657,0,0.0
DecompDiff,CC_2A,0.5657,0.5859,0,0.0
DecompDiff,CC_2A,0.5859,0.6061,0,0.0
DecompDiff,CC_2A,0.6061,0.6263,1,0.0012
DecompDiff,CC_2A,0.6263,0.6465,0,0.0
DecompDiff,CC_2A,0.6465,0.6667,0,0.0
DecompDiff,CC_2A,0.6667,0.6869,1,0.0012
DecompDiff,CC_2A,0.6869,0.7071,3,0.0037
DecompDiff,CC_2A,0.7071,0.7273,0,0.0
DecompDiff,CC_2A,0.7273,0.7475,1,0.0012
DecompDiff,CC_2A,0.7475,0.7677,2,0.0024
DecompDiff,CC_2A,0.7677,0.7879,1,0.0012
DecompDiff,CC_2A,0.7879,0.8081,4,0.0049
DecompDiff,CC_2A,0.8081,0.8283,1,0.0012
DecompDiff,CC_2A,0.8283,0.8485,1,0.0012
DecompDiff,CC_2A,0.8485,0.8687,4,0.0049
DecompDiff,CC_2A,0.8687,0.8889,2,0.0024
DecompDiff,CC_2A,0.8889,0.9091,1,0.0012
DecompDiff,CC_2A,0.9091,0.9293,2,0.0024
DecompDiff,CC_2A,0.9293,0.9495,4,0.0049
DecompDiff,CC_2A,0.9495,0.9697,4,0.0049
DecompDiff,CC_2A,0.9697,0.9899,6,0.0073
DecompDiff,CC_2A,0.9899,1.0101,4,0.0049
DecompDiff,CC_2A,1.0101,1.0303,5,0.0061
DecompDiff,CC_2A,1.0303,1.0505,9,0.011
DecompDiff,CC_2A,1.0505,1.0707,7,0.0086
DecompDiff,CC_2A,1.0707,1.0909,3,0.0037
DecompDiff,CC_2A,1.0909,1.1111,10,0.0122
DecompDiff,CC_2A,1.1111,1.1313,18,0.022
DecompDiff,CC_2A,1.1313,1.1515,18,0.022
DecompDiff,CC_2A,1.1515,1.1717,36,0.0441
DecompDiff,CC_2A,1.1717,1.1919,52,0.0636
DecompDiff,CC_2A,1.1919,1.2121,64,0.0783
DecompDiff,CC_2A,1.2121,1.2323,88,0.1077
DecompDiff,CC_2A,1.2323,1.2525,131,0.1603
DecompDiff,CC_2A,1.2525,1.2727,224,0.2741
DecompDiff,CC_2A,1.2727,1.2929,397,0.4858
DecompDiff,CC_2A,1.2929,1.3131,727,0.8896
DecompDiff,CC_2A,1.3131,1.3333,1398,1.7108
DecompDiff,CC_2A,1.3333,1.3535,2878,3.5219
DecompDiff,CC_2A,1.3535,1.3737,5394,6.6007
DecompDiff,CC_2A,1.3737,1.3939,8766,10.7271
DecompDiff,CC_2A,1.3939,1.4141,9275,11.35
DecompDiff,CC_2A,1.4141,1.4343,6461,7.9065
DecompDiff,CC_2A,1.4343,1.4545,4960,6.0697
DecompDiff,CC_2A,1.4545,1.4747,5274,6.4539
DecompDiff,CC_2A,1.4747,1.4949,6432,7.871
DecompDiff,CC_2A,1.4949,1.5152,7534,9.2195
DecompDiff,CC_2A,1.5152,1.5354,7478,9.151
DecompDiff,CC_2A,1.5354,1.5556,5846,7.1539
DecompDiff,CC_2A,1.5556,1.5758,3721,4.5535
DecompDiff,CC_2A,1.5758,1.596,1934,2.3667
DecompDiff,CC_2A,1.596,1.6162,904,1.1062
DecompDiff,CC_2A,1.6162,1.6364,475,0.5813
DecompDiff,CC_2A,1.6364,1.6566,275,0.3365
DecompDiff,CC_2A,1.6566,1.6768,179,0.219
DecompDiff,CC_2A,1.6768,1.697,130,0.1591
DecompDiff,CC_2A,1.697,1.7172,93,0.1138
DecompDiff,CC_2A,1.7172,1.7374,48,0.0587
DecompDiff,CC_2A,1.7374,1.7576,52,0.0636
DecompDiff,CC_2A,1.7576,1.7778,37,0.0453
DecompDiff,CC_2A,1.7778,1.798,35,0.0428
DecompDiff,CC_2A,1.798,1.8182,39,0.0477
DecompDiff,CC_2A,1.8182,1.8384,23,0.0281
DecompDiff,CC_2A,1.8384,1.8586,17,0.0208
DecompDiff,CC_2A,1.8586,1.8788,23,0.0281
DecompDiff,CC_2A,1.8788,1.899,25,0.0306
DecompDiff,CC_2A,1.899,1.9192,29,0.0355
DecompDiff,CC_2A,1.9192,1.9394,30,0.0367
DecompDiff,CC_2A,1.9394,1.9596,36,0.0441
DecompDiff,CC_2A,1.9596,1.9798,40,0.0489
DecompDiff,CC_2A,1.9798,2.0,41,0.0502
FuncBind,All_12A,0.0,0.1212,0,0.0
FuncBind,All_12A,0.1212,0.2424,0,0.0
FuncBind,All_12A,0.2424,0.3636,0,0.0
FuncBind,All_12A,0.3636,0.4848,0,0.0
FuncBind,All_12A,0.4848,0.6061,2,0.0001
FuncBind,All_12A,0.6061,0.7273,9,0.0006
FuncBind,All_12A,0.7273,0.8485,25,0.0016
FuncBind,All_12A,0.8485,0.9697,172,0.0111
FuncBind,All_12A,0.9697,1.0909,1795,0.1155
FuncBind,All_12A,1.0909,1.2121,6557,0.4218
FuncBind,All_12A,1.2121,1.3333,29319,1.8859
FuncBind,All_12A,1.3333,1.4545,50617,3.2559
FuncBind,All_12A,1.4545,1.5758,41426,2.6647
FuncBind,All_12A,1.5758,1.697,19254,1.2385
FuncBind,All_12A,1.697,1.8182,7072,0.4549
FuncBind,All_12A,1.8182,1.9394,3231,0.2078
FuncBind,All_12A,1.9394,2.0606,3105,0.1997
FuncBind,All_12A,2.0606,2.1818,8728,0.5614
FuncBind,All_12A,2.1818,2.303,25537,1.6426
FuncBind,All_12A,2.303,2.4242,57672,3.7097
FuncBind,All_12A,2.4242,2.5455,63261,4.0692
FuncBind,All_12A,2.5455,2.6667,44277,2.848
FuncBind,All_12A,2.6667,2.7879,35678,2.2949
FuncBind,All_12A,2.7879,2.9091,32120,2.0661
FuncBind,All_12A,2.9091,3.0303,20244,1.3022
FuncBind,All_12A,3.0303,3.1515,15976,1.0276
FuncBind,All_12A,3.1515,3.2727,13339,0.858
FuncBind,All_12A,3.2727,3.3939,12518,0.8052
FuncBind,All_12A,3.3939,3.5152,14795,0.9517
FuncBind,All_12A,3.5152,3.6364,24226,1.5583
FuncBind,All_12A,3.6364,3.7576,30213,1.9434
FuncBind,All_12A,3.7576,3.8788,32803,2.11
FuncBind,All_12A,3.8788,4.0,25622,1.6481
FuncBind,All_12A,4.0,4.1212,23262,1.4963
FuncBind,All_12A,4.1212,4.2424,23997,1.5436
FuncBind,All_12A,4.2424,4.3636,28613,1.8405
FuncBind,All_12A,4.3636,4.4848,25862,1.6635
FuncBind,All_12A,4.4848,4.6061,25326,1.6291
FuncBind,All_12A,4.6061,4.7273,23764,1.5286
FuncBind,All_12A,4.7273,4.8485,25919,1.6672
FuncBind,All_12A,4.8485,4.9697,26556,1.7082
FuncBind,All_12A,4.9697,5.0909,28749,1.8492
FuncBind,All_12A,5.0909,5.2121,25747,1.6561
FuncBind,All_12A,5.2121,5.3333,22558,1.451
FuncBind,All_12A,5.3333,5.4545,19181,1.2338
FuncBind,All_12A,5.4545,5.5758,18235,1.1729
FuncBind,All_12A,5.5758,5.697,17753,1.1419
FuncBind,All_12A,5.697,5.8182,18253,1.1741
FuncBind,All_12A,5.8182,5.9394,18830,1.2112
FuncBind,All_12A,5.9394,6.0606,18819,1.2105
FuncBind,All_12A,6.0606,6.1818,19318,1.2426
FuncBind,All_12A,6.1818,6.303,20407,1.3126
FuncBind,All_12A,6.303,6.4242,21430,1.3784
FuncBind,All_12A,6.4242,6.5455,21907,1.4091
FuncBind,All_12A,6.5455,6.6667,21384,1.3755
FuncBind,All_12A,6.6667,6.7879,19031,1.2241
FuncBind,All_12A,6.7879,6.9091,17608,1.1326
FuncBind,All_12A,6.9091,7.0303,16713,1.075
FuncBind,All_12A,7.0303,7.1515,16712,1.075
FuncBind,All_12A,7.1515,7.2727,15831,1.0183
FuncBind,All_12A,7.2727,7.3939,15888,1.022
FuncBind,All_12A,7.3939,7.5152,15250,0.9809
FuncBind,All_12A,7.5152,7.6364,14855,0.9555
FuncBind,All_12A,7.6364,7.7576,14111,0.9077
FuncBind,All_12A,7.7576,7.8788,13846,0.8906
FuncBind,All_12A,7.8788,8.0,12933,0.8319
FuncBind,All_12A,8.0,8.1212,12938,0.8322
FuncBind,All_12A,8.1212,8.2424,12472,0.8022
FuncBind,All_12A,8.2424,8.3636,12151,0.7816
FuncBind,All_12A,8.3636,8.4848,12202,0.7849
FuncBind,All_12A,8.4848,8.6061,12501,0.8041
FuncBind,All_12A,8.6061,8.7273,12122,0.7797
FuncBind,All_12A,8.7273,8.8485,11934,0.7676
FuncBind,All_12A,8.8485,8.9697,11125,0.7156
FuncBind,All_12A,8.9697,9.0909,10696,0.688
FuncBind,All_12A,9.0909,9.2121,9770,0.6284
FuncBind,All_12A,9.2121,9.3333,9574,0.6158
FuncBind,All_12A,9.3333,9.4545,8898,0.5723
FuncBind,All_12A,9.4545,9.5758,8477,0.5453
FuncBind,All_12A,9.5758,9.697,8188,0.5267
FuncBind,All_12A,9.697,9.8182,7873,0.5064
FuncBind,All_12A,9.8182,9.9394,7786,0.5008
FuncBind,All_12A,9.9394,10.0606,7493,0.482
FuncBind,All_12A,10.0606,10.1818,7404,0.4762
FuncBind,All_12A,10.1818,10.303,7079,0.4553
FuncBind,All_12A,10.303,10.4242,6896,0.4436
FuncBind,All_12A,10.4242,10.5455,6648,0.4276
FuncBind,All_12A,10.5455,10.6667,6554,0.4216
FuncBind,All_12A,10.6667,10.7879,6359,0.409
FuncBind,All_12A,10.7879,10.9091,6292,0.4047
FuncBind,All_12A,10.9091,11.0303,6014,0.3868
FuncBind,All_12A,11.0303,11.1515,5470,0.3518
FuncBind,All_12A,11.1515,11.2727,5197,0.3343
FuncBind,All_12A,11.2727,11.3939,4979,0.3203
FuncBind,All_12A,11.3939,11.5152,4637,0.2983
FuncBind,All_12A,11.5152,11.6364,4468,0.2874
FuncBind,All_12A,11.6364,11.7576,4227,0.2719
FuncBind,All_12A,11.7576,11.8788,4116,0.2648
FuncBind,All_12A,11.8788,12.0,3866,0.2487
FuncBind,CC_2A,0.0,0.0202,0,0.0
FuncBind,CC_2A,0.0202,0.0404,0,0.0
FuncBind,CC_2A,0.0404,0.0606,0,0.0
FuncBind,CC_2A,0.0606,0.0808,0,0.0
FuncBind,CC_2A,0.0808,0.101,0,0.0
FuncBind,CC_2A,0.101,0.1212,0,0.0
FuncBind,CC_2A,0.1212,0.1414,0,0.0
FuncBind,CC_2A,0.1414,0.1616,0,0.0
FuncBind,CC_2A,0.1616,0.1818,0,0.0
FuncBind,CC_2A,0.1818,0.202,0,0.0
FuncBind,CC_2A,0.202,0.2222,0,0.0
FuncBind,CC_2A,0.2222,0.2424,0,0.0
FuncBind,CC_2A,0.2424,0.2626,0,0.0
FuncBind,CC_2A,0.2626,0.2828,0,0.0
FuncBind,CC_2A,0.2828,0.303,0,0.0
FuncBind,CC_2A,0.303,0.3232,0,0.0
FuncBind,CC_2A,0.3232,0.3434,0,0.0
FuncBind,CC_2A,0.3434,0.3636,0,0.0
FuncBind,CC_2A,0.3636,0.3838,0,0.0
FuncBind,CC_2A,0.3838,0.404,0,0.0
FuncBind,CC_2A,0.404,0.4242,0,0.0
FuncBind,CC_2A,0.4242,0.4444,0,0.0
FuncBind,CC_2A,0.4444,0.4646,0,0.0
FuncBind,CC_2A,0.4646,0.4848,0,0.0
FuncBind,CC_2A,0.4848,0.5051,0,0.0
FuncBind,CC_2A,0.5051,0.5253,0,0.0
FuncBind,CC_2A,0.5253,0.5455,0,0.0
FuncBind,CC_2A,0.5455,0.5657,0,0.0
FuncBind,CC_2A,0.5657,0.5859,0,0.0
FuncBind,CC_2A,0.5859,0.6061,0,0.0
FuncBind,CC_2A,0.6061,0.6263,0,0.0
FuncBind,CC_2A,0.6263,0.6465,1,0.001
FuncBind,CC_2A,0.6465,0.6667,0,0.0
FuncBind,CC_2A,0.6667,0.6869,1,0.001
FuncBind,CC_2A,0.6869,0.7071,2,0.002
FuncBind,CC_2A,0.7071,0.7273,0,0.0
FuncBind,CC_2A,0.7273,0.7475,0,0.0
FuncBind,CC_2A,0.7475,0.7677,0,0.0
FuncBind,CC_2A,0.7677,0.7879,1,0.001
FuncBind,CC_2A,0.7879,0.8081,4,0.004
FuncBind,CC_2A,0.8081,0.8283,1,0.001
FuncBind,CC_2A,0.8283,0.8485,4,0.004
FuncBind,CC_2A,0.8485,0.8687,4,0.004
FuncBind,CC_2A,0.8687,0.8889,13,0.0131
FuncBind,CC_2A,0.8889,0.9091,7,0.007
FuncBind,CC_2A,0.9091,0.9293,19,0.0191
FuncBind,CC_2A,0.9293,0.9495,28,0.0281
FuncBind,CC_2A,0.9495,0.9697,60,0.0603
FuncBind,CC_2A,0.9697,0.9899,98,0.0985
FuncBind,CC_2A,0.9899,1.0101,143,0.1437
FuncBind,CC_2A,1.0101,1.0303,245,0.2462
FuncBind,CC_2A,1.0303,1.0505,291,0.2924
FuncBind,CC_2A,1.0505,1.0707,290,0.2914
FuncBind,CC_2A,1.0707,1.0909,310,0.3115
FuncBind,CC_2A,1.0909,1.1111,299,0.3005
FuncBind,CC_2A,1.1111,1.1313,367,0.3688
FuncBind,CC_2A,1.1313,1.1515,448,0.4502
FuncBind,CC_2A,1.1515,1.1717,668,0.6713
FuncBind,CC_2A,1.1717,1.1919,727,0.7306
FuncBind,CC_2A,1.1919,1.2121,608,0.611
FuncBind,CC_2A,1.2121,1.2323,709,0.7125
FuncBind,CC_2A,1.2323,1.2525,1383,1.3898
FuncBind,CC_2A,1.2525,1.2727,2445,2.4571
FuncBind,CC_2A,1.2727,1.2929,4218,4.2388
FuncBind,CC_2A,1.2929,1.3131,4294,4.3152
FuncBind,CC_2A,1.3131,1.3333,3279,3.2952
FuncBind,CC_2A,1.3333,1.3535,5730,5.7583
FuncBind,CC_2A,1.3535,1.3737,6910,6.9441
FuncBind,CC_2A,1.3737,1.3939,4392,4.4137
FuncBind,CC_2A,1.3939,1.4141,3585,3.6027
FuncBind,CC_2A,1.4141,1.4343,5776,5.8045
FuncBind,CC_2A,1.4343,1.4545,6990,7.0245
FuncBind,CC_2A,1.4545,1.4747,6729,6.7622
FuncBind,CC_2A,1.4747,1.4949,5481,5.508
FuncBind,CC_2A,1.4949,1.5152,4577,4.5996
FuncBind,CC_2A,1.5152,1.5354,4504,4.5262
FuncBind,CC_2A,1.5354,1.5556,3350,3.3665
FuncBind,CC_2A,1.5556,1.5758,3238,3.254
FuncBind,CC_2A,1.5758,1.596,3712,3.7303
FuncBind,CC_2A,1.596,1.6162,2674,2.6872
FuncBind,CC_2A,1.6162,1.6364,1820,1.829
FuncBind,CC_2A,1.6364,1.6566,1665,1.6732
FuncBind,CC_2A,1.6566,1.6768,1378,1.3848
FuncBind,CC_2A,1.6768,1.697,857,0.8612
FuncBind,CC_2A,1.697,1.7172,598,0.601
FuncBind,CC_2A,1.7172,1.7374,671,0.6743
FuncBind,CC_2A,1.7374,1.7576,645,0.6482
FuncBind,CC_2A,1.7576,1.7778,558,0.5608
FuncBind,CC_2A,1.7778,1.798,481,0.4834
FuncBind,CC_2A,1.798,1.8182,400,0.402
FuncBind,CC_2A,1.8182,1.8384,318,0.3196
FuncBind,CC_2A,1.8384,1.8586,225,0.2261
FuncBind,CC_2A,1.8586,1.8788,202,0.203
FuncBind,CC_2A,1.8788,1.899,175,0.1759
FuncBind,CC_2A,1.899,1.9192,191,0.1919
FuncBind,CC_2A,1.9192,1.9394,189,0.1899
FuncBind,CC_2A,1.9394,1.9596,181,0.1819
FuncBind,CC_2A,1.9596,1.9798,183,0.1839
FuncBind,CC_2A,1.9798,2.0,157,0.1578
TargetDiff,All_12A,0.0,0.1212,0,0.0
TargetDiff,All_12A,0.1212,0.2424,0,0.0
TargetDiff,All_12A,0.2424,0.3636,1,0.0
TargetDiff,All_12A,0.3636,0.4848,0,0.0
TargetDiff,All_12A,0.4848,0.6061,0,0.0
TargetDiff,All_12A,0.6061,0.7273,1,0.0
TargetDiff,All_12A,0.7273,0.8485,0,0.0
TargetDiff,All_12A,0.8485,0.9697,0,0.0
TargetDiff,All_12A,0.9697,1.0909,33,0.0016
TargetDiff,All_12A,1.0909,1.2121,809,0.0403
TargetDiff,All_12A,1.2121,1.3333,17566,0.8748
TargetDiff,All_12A,1.3333,1.4545,86283,4.297
TargetDiff,All_12A,1.4545,1.5758,58635,2.9201
TargetDiff,All_12A,1.5758,1.697,9847,0.4904
TargetDiff,All_12A,1.697,1.8182,1596,0.0795
TargetDiff,All_12A,1.8182,1.9394,487,0.0243
TargetDiff,All_12A,1.9394,2.0606,353,0.0176
TargetDiff,All_12A,2.0606,2.1818,2215,0.1103
TargetDiff,All_12A,2.1818,2.303,20416,1.0167
TargetDiff,All_12A,2.303,2.4242,88971,4.4309
TargetDiff,All_12A,2.4242,2.5455,88409,4.4029
TargetDiff,All_12A,2.5455,2.6667,41860,2.0847
TargetDiff,All_12A,2.6667,2.7879,38309,1.9078
TargetDiff,All_12A,2.7879,2.9091,29093,1.4489
TargetDiff,All_12A,2.9091,3.0303,22001,1.0957
TargetDiff,All_12A,3.0303,3.1515,20670,1.0294
TargetDiff,All_12A,3.1515,3.2727,19078,0.9501
TargetDiff,All_12A,3.2727,3.3939,18710,0.9318
TargetDiff,All_12A,3.3939,3.5152,23581,1.1744
TargetDiff,All_12A,3.5152,3.6364,42439,2.1135
TargetDiff,All_12A,3.6364,3.7576,56057,2.7917
TargetDiff,All_12A,3.7576,3.8788,41100,2.0468
TargetDiff,All_12A,3.8788,4.0,26243,1.3069
TargetDiff,All_12A,4.0,4.1212,26910,1.3402
TargetDiff,All_12A,4.1212,4.2424,32790,1.633
TargetDiff,All_12A,4.2424,4.3636,32570,1.622
TargetDiff,All_12A,4.3636,4.4848,31558,1.5716
TargetDiff,All_12A,4.4848,4.6061,34384,1.7124
TargetDiff,All_12A,4.6061,4.7273,38501,1.9174
TargetDiff,All_12A,4.7273,4.8485,42568,2.1199
TargetDiff,All_12A,4.8485,4.9697,40890,2.0364
TargetDiff,All_12A,4.9697,5.0909,36598,1.8226
TargetDiff,All_12A,5.0909,5.2121,32019,1.5946
TargetDiff,All_12A,5.2121,5.3333,29473,1.4678
TargetDiff,All_12A,5.3333,5.4545,28104,1.3996
TargetDiff,All_12A,5.4545,5.5758,29142,1.4513
TargetDiff,All_12A,5.5758,5.697,29478,1.468
TargetDiff,All_12A,5.697,5.8182,30412,1.5146
TargetDiff,All_12A,5.8182,5.9394,31998,1.5935
TargetDiff,All_12A,5.9394,6.0606,32544,1.6207
TargetDiff,All_12A,6.0606,6.1818,31141,1.5509
TargetDiff,All_12A,6.1818,6.303,29177,1.4531
TargetDiff,All_12A,6.303,6.4242,28488,1.4187
TargetDiff,All_12A,6.4242,6.5455,27780,1.3835
TargetDiff,All_12A,6.5455,6.6667,26945,1.3419
TargetDiff,All_12A,6.6667,6.7879,26311,1.3103
TargetDiff,All_12A,6.7879,6.9091,25606,1.2752
TargetDiff,All_12A,6.9091,7.0303,25453,1.2676
TargetDiff,All_12A,7.0303,7.1515,25190,1.2545
TargetDiff,All_12A,7.1515,7.2727,24355,1.2129
TargetDiff,All_12A,7.2727,7.3939,22832,1.1371
TargetDiff,All_12A,7.3939,7.5152,21569,1.0742
TargetDiff,All_12A,7.5152,7.6364,20283,1.0101
TargetDiff,All_12A,7.6364,7.7576,19525,0.9724
TargetDiff,All_12A,7.7576,7.8788,19043,0.9484
TargetDiff,All_12A,7.8788,8.0,18600,0.9263
TargetDiff,All_12A,8.0,8.1212,18136,0.9032
TargetDiff,All_12A,8.1212,8.2424,17400,0.8665
TargetDiff,All_12A,8.2424,8.3636,16771,0.8352
TargetDiff,All_12A,8.3636,8.4848,16401,0.8168
TargetDiff,All_12A,8.4848,8.6061,15248,0.7594
TargetDiff,All_12A,8.6061,8.7273,14303,0.7123
TargetDiff,All_12A,8.7273,8.8485,13750,0.6848
TargetDiff,All_12A,8.8485,8.9697,13073,0.6511
TargetDiff,All_12A,8.9697,9.0909,12462,0.6206
TargetDiff,All_12A,9.0909,9.2121,12046,0.5999
TargetDiff,All_12A,9.2121,9.3333,11465,0.571
TargetDiff,All_12A,9.3333,9.4545,10856,0.5406
TargetDiff,All_12A,9.4545,9.5758,10201,0.508
TargetDiff,All_12A,9.5758,9.697,9890,0.4925
TargetDiff,All_12A,9.697,9.8182,9237,0.46
TargetDiff,All_12A,9.8182,9.9394,8465,0.4216
TargetDiff,All_12A,9.9394,10.0606,8103,0.4035
TargetDiff,All_12A,10.0606,10.1818,7793,0.3881
TargetDiff,All_12A,10.1818,10.303,7398,0.3684
TargetDiff,All_12A,10.303,10.4242,6976,0.3474
TargetDiff,All_12A,10.4242,10.5455,6670,0.3322
TargetDiff,All_12A,10.5455,10.6667,6258,0.3117
TargetDiff,All_12A,10.6667,10.7879,5857,0.2917
TargetDiff,All_12A,10.7879,10.9091,5547,0.2762
TargetDiff,All_12A,10.9091,11.0303,5172,0.2576
TargetDiff,All_12A,11.0303,11.1515,4968,0.2474
TargetDiff,All_12A,11.1515,11.2727,4551,0.2266
TargetDiff,All_12A,11.2727,11.3939,4304,0.2143
TargetDiff,All_12A,11.3939,11.5152,4019,0.2002
TargetDiff,All_12A,11.5152,11.6364,3802,0.1893
TargetDiff,All_12A,11.6364,11.7576,3541,0.1763
TargetDiff,All_12A,11.7576,11.8788,3239,0.1613
TargetDiff,All_12A,11.8788,12.0,3077,0.1532
TargetDiff,CC_2A,0.0,0.0202,0,0.0
TargetDiff,CC_2A,0.0202,0.0404,0,0.0
TargetDiff,CC_2A,0.0404,0.0606,0,0.0
TargetDiff,CC_2A,0.0606,0.0808,0,0.0
TargetDiff,CC_2A,0.0808,0.101,0,0.0
TargetDiff,CC_2A,0.101,0.1212,0,0.0
TargetDiff,CC_2A,0.1212,0.1414,0,0.0
TargetDiff,CC_2A,0.1414,0.1616,0,0.0
TargetDiff,CC_2A,0.1616,0.1818,0,0.0
TargetDiff,CC_2A,0.1818,0.202,0,0.0
TargetDiff,CC_2A,0.202,0.2222,0,0.0
TargetDiff,CC_2A,0.2222,0.2424,0,0.0
TargetDiff,CC_2A,0.2424,0.2626,0,0.0
TargetDiff,CC_2A,0.2626,0.2828,0,0.0
TargetDiff,CC_2A,0.2828,0.303,0,0.0
TargetDiff,CC_2A,0.303,0.3232,0,0.0
TargetDiff,CC_2A,0.3232,0.3434,1,0.0009
TargetDiff,CC_2A,0.3434,0.3636,0,0.0
TargetDiff,CC_2A,0.3636,0.3838,0,0.0
TargetDiff,CC_2A,0.3838,0.404,0,0.0
TargetDiff,CC_2A,0.404,0.4242,0,0.0
TargetDiff,CC_2A,0.4242,0.4444,0,0.0
TargetDiff,CC_2A,0.4444,0.4646,0,0.0
TargetDiff,CC_2A,0.4646,0.4848,0,0.0
TargetDiff,CC_2A,0.4848,0.5051,0,0.0
TargetDiff,CC_2A,0.5051,0.5253,0,0.0
TargetDiff,CC_2A,0.5253,0.5455,0,0.0
TargetDiff,CC_2A,0.5455,0.5657,0,0.0
TargetDiff,CC_2A,0.5657,0.5859,0,0.0
TargetDiff,CC_2A,0.5859,0.6061,0,0.0
TargetDiff,CC_2A,0.6061,0.6263,1,0.0009
TargetDiff,CC_2A,0.6263,0.6465,0,0.0
TargetDiff,CC_2A,0.6465,0.6667,0,0.0
TargetDiff,CC_2A,0.6667,0.6869,0,0.0
TargetDiff,CC_2A,0.6869,0.7071,0,0.0
TargetDiff,CC_2A,0.7071,0.7273,0,0.0
TargetDiff,CC_2A,0.7273,0.7475,0,0.0
TargetDiff,CC_2A,0.7475,0.7677,0,0.0
TargetDiff,CC_2A,0.7677,0.7879,0,0.0
TargetDiff,CC_2A,0.7879,0.8081,0,0.0
TargetDiff,CC_2A,0.8081,0.8283,0,0.0
TargetDiff,CC_2A,0.8283,0.8485,0,0.0
TargetDiff,CC_2A,0.8485,0.8687,0,0.0
TargetDiff,CC_2A,0.8687,0.8889,0,0.0
TargetDiff,CC_2A,0.8889,0.9091,0,0.0
TargetDiff,CC_2A,0.9091,0.9293,0,0.0
TargetDiff,CC_2A,0.9293,0.9495,0,0.0
TargetDiff,CC_2A,0.9495,0.9697,0,0.0
TargetDiff,CC_2A,0.9697,0.9899,0,0.0
TargetDiff,CC_2A,0.9899,1.0101,0,0.0
TargetDiff,CC_2A,1.0101,1.0303,1,0.0009
TargetDiff,CC_2A,1.0303,1.0505,4,0.0036
TargetDiff,CC_2A,1.0505,1.0707,3,0.0027
TargetDiff,CC_2A,1.0707,1.0909,2,0.0018
TargetDiff,CC_2A,1.0909,1.1111,2,0.0018
TargetDiff,CC_2A,1.1111,1.1313,15,0.0136
TargetDiff,CC_2A,1.1313,1.1515,23,0.0209
TargetDiff,CC_2A,1.1515,1.1717,39,0.0354
TargetDiff,CC_2A,1.1717,1.1919,47,0.0426
TargetDiff,CC_2A,1.1919,1.2121,63,0.0571
TargetDiff,CC_2A,1.2121,1.2323,98,0.0889
TargetDiff,CC_2A,1.2323,1.2525,124,0.1125
TargetDiff,CC_2A,1.2525,1.2727,202,0.1832
TargetDiff,CC_2A,1.2727,1.2929,305,0.2766
TargetDiff,CC_2A,1.2929,1.3131,592,0.5369
TargetDiff,CC_2A,1.3131,1.3333,1330,1.2062
TargetDiff,CC_2A,1.3333,1.3535,3035,2.7524
TargetDiff,CC_2A,1.3535,1.3737,7620,6.9106
TargetDiff,CC_2A,1.3737,1.3939,12985,11.7761
TargetDiff,CC_2A,1.3939,1.4141,12294,11.1494
TargetDiff,CC_2A,1.4141,1.4343,8569,7.7712
TargetDiff,CC_2A,1.4343,1.4545,7373,6.6866
TargetDiff,CC_2A,1.4545,1.4747,8039,7.2906
TargetDiff,CC_2A,1.4747,1.4949,8630,7.8265
TargetDiff,CC_2A,1.4949,1.5152,9076,8.231
TargetDiff,CC_2A,1.5152,1.5354,8614,7.812
TargetDiff,CC_2A,1.5354,1.5556,7180,6.5115
TargetDiff,CC_2A,1.5556,1.5758,5046,4.5762
TargetDiff,CC_2A,1.5758,1.596,3378,3.0635
TargetDiff,CC_2A,1.596,1.6162,2141,1.9417
TargetDiff,CC_2A,1.6162,1.6364,1174,1.0647
