benchmark	downstream_split	downstream_pid	downstream_chain	plinder_pid	plinder_entity	fident	qcov	tcov	alnlen	evalue	bits
id60	val	4cwq	chain0	2jjc	1	1.000	1.000	0.950	207	2.350E-131	411
id60	val	4cwt	chain0	2xdu	1	1.000	1.000	0.886	209	1.057E-132	415
id60	val	4dbm	chain0	4frr	1	1.000	1.000	0.909	211	2.029E-143	446
id60	val	4dcs	chain0	5m7h	1	0.937	1.000	0.993	433	2.155E-258	789
id60	val	4de2	chain0	4ua7	1	0.996	1.000	0.989	260	2.603E-165	512
id60	val	4e0x	chain1	5mfq	1	1.000	1.000	0.988	254	2.485E-171	529
id60	val	4e4l	chain0	6tpe	1	0.955	1.000	0.997	290	2.184E-185	571
id60	val	4eo6	chain0	5w2e	1	0.987	1.000	0.976	562	0.000E+00	1139
id60	val	4g95	chain0	7ese	1	1.000	1.000	0.912	186	8.322E-124	388
id60	val	4gfm	chain0	7rn6	1	0.993	1.000	0.977	291	5.146E-199	611
id60	val	4gzp	chain0	4gzq	1	1.000	1.000	0.987	388	2.125E-275	837
id60	val	4h3j	chain0	5qd9	1	1.000	1.000	0.970	390	1.830E-269	820
id60	val	4hdp	chain0	3k4v	1	0.989	1.000	0.990	99	4.680E-62	205
id60	val	4hw3	chain0	6u63	1	1.000	0.993	0.955	149	4.846E-95	303
id60	val	4i7m	chain0	4i7q	1	1.000	1.000	0.936	175	4.314E-117	368
id60	val	4i8x	chain3	4i9n	1	1.000	1.000	1.000	331	4.799E-220	674
id60	val	4iie	chain0	4iif	1	0.994	1.000	0.998	839	0.000E+00	1736
id60	val	4kz7	chain0	3grj	1	1.000	1.000	1.000	358	6.908E-247	753
id60	val	4ly9	chain0	4px2	1	0.965	1.000	0.950	606	0.000E+00	1143
id60	val	4lyw	chain0	6zci	1	0.992	1.000	0.858	127	1.894E-85	274
id60	val	4lzs	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id60	val	4m0e	chain1	7d9o	1	0.996	1.000	0.975	539	0.000E+00	1122
id60	val	4m0r	chain0	3qsa	1	0.991	1.000	0.915	345	2.832E-214	658
id60	val	4mc1	chain0	3qn8	1	1.000	1.000	1.000	99	8.534E-64	210
id60	val	4mc2	chain0	3qn8	1	1.000	1.000	1.000	99	8.534E-64	210
id60	val	4mgd	chain0	3uu7	1	0.979	1.000	0.976	245	1.778E-151	471
id60	val	4nbn	chain0	8f9b	1	0.958	1.000	0.896	268	2.162E-174	538
id60	val	4nj9	chain0	3bsz	3	0.958	0.991	1.000	215	2.709E-132	414
id60	val	4nuc	chain0	6zci	1	1.000	1.000	0.851	126	1.804E-85	274
id60	val	4o05	chain0	2xdu	1	1.000	1.000	0.886	209	1.057E-132	415
id60	val	4o0x	chain0	2cdz	1	0.996	0.997	0.957	290	1.085E-190	587
id60	val	4oma	chain0	3jwa	1	1.000	1.000	0.995	396	3.843E-264	805
id60	val	4ovf	chain0	4k3k	1	0.989	1.000	0.995	364	2.300E-234	717
id60	val	4p5d	chain0	4fyi	1	1.000	1.000	0.934	142	4.859E-91	291
id60	val	4phu	chain0	5tzr	1	0.981	1.000	0.900	442	2.734E-287	874
id60	val	4pp0	chain0	5ovz	1	0.996	1.000	0.958	254	1.787E-166	515
id60	val	4pp3	chain0	5z12	2	0.926	1.000	1.000	231	9.177E-137	427
id60	val	4pzv	chain0	8sl9	1	0.980	1.000	0.995	421	3.487E-265	809
id60	val	4q4p	chain0	6yh2	1	0.975	1.000	0.961	373	3.541E-240	734
id60	val	4q4s	chain0	6yh2	1	0.981	1.000	0.961	373	1.596E-241	738
id60	val	4qac	chain3	5bp0	1	0.981	1.000	0.995	217	3.582E-138	431
id60	val	4qem	chain0	3cbi	1	1.000	1.000	1.000	121	5.757E-87	278
id60	val	4r75	chain0	8x1a	1	0.728	0.997	0.984	317	3.559E-156	489
id60	val	4u0f	chain0	8f22	1	0.917	1.000	0.978	219	4.322E-130	407
id60	val	4ual	chain0	5ote	1	0.961	1.000	1.000	419	2.552E-272	829
id60	val	4ufl	chain0	4ccc	1	0.995	1.000	0.985	644	0.000E+00	1374
id60	val	4w9c	chain2	8bdm	3	0.992	1.000	0.870	141	9.818E-91	290
id60	val	4w9d	chain2	8bdm	3	0.992	1.000	0.870	141	9.818E-91	290
id60	val	4w9o	chain0	5obk	1	1.000	1.000	0.961	123	2.307E-81	262
id60	val	4whs	chain1	3lxv	2	0.995	1.000	1.000	238	3.765E-167	516
id60	val	4wkb	chain0	5ue1	1	0.787	0.975	0.987	231	7.860E-116	368
id60	val	4x6n	chain0	5qtv	1	1.000	1.000	0.975	238	6.933E-169	521
id60	val	4xu0	chain0	4xtw	1	1.000	1.000	0.981	265	2.265E-169	524
id60	val	4yk0	chain0	7xij	1	1.000	1.000	0.831	113	6.280E-74	240
id60	val	4ykk	chain1	4ykp	1	1.000	1.000	0.996	255	3.980E-175	540
id60	val	4zzz	chain0	6xvw	1	0.991	0.997	0.994	352	2.751E-227	696
id60	val	5a5q	chain0	6eps	1	1.000	1.000	1.000	130	6.540E-82	264
id60	val	5aqz	chain0	5aqw	1	1.000	1.000	0.990	390	3.599E-253	773
id60	val	5cap	chain0	5hib	1	0.938	1.000	0.976	323	8.251E-200	614
id60	val	5ceq	chain0	8deg	1	0.953	1.000	0.876	282	4.008E-182	561
id60	val	5cs3	chain1	5ct3	1	1.000	1.000	0.945	173	1.092E-122	384
id60	val	5ct2	chain1	5ct3	1	1.000	1.000	0.945	173	1.092E-122	384
id60	val	5d3p	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id60	val	5dfp	chain0	2hy8	1	0.993	1.000	0.987	293	2.413E-191	589
id60	val	5dqf	chain0	5v0v	1	1.000	1.000	0.995	580	0.000E+00	1209
id60	val	5dus	chain0	5hol	1	1.000	0.994	0.959	164	1.126E-101	323
id60	val	5e1s	chain0	5hhw	1	0.943	1.000	0.980	301	2.089E-188	580
id60	val	5e2p	chain0	5qtv	1	1.000	1.000	0.975	238	6.933E-169	521
id60	val	5ep7	chain0	4nr6	1	1.000	1.000	1.000	119	6.261E-77	249
id60	val	5eqy	chain0	2ckq	1	0.983	1.000	0.918	358	2.921E-236	722
id60	val	5f1r	chain0	2beo	1	0.970	1.000	1.000	236	6.018E-149	463
id60	val	5f5z	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id60	val	5f60	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id60	val	5f8y	chain0	5f8w	1	1.000	1.000	0.955	149	8.696E-105	331
id60	val	5fh8	chain0	4q0o	1	1.000	1.000	0.903	112	3.989E-70	229
id60	val	5fnr	chain0	7off	1	1.000	1.000	0.951	289	7.164E-203	622
id60	val	5fsn	chain0	8i18	1	1.000	1.000	0.987	154	2.713E-103	327
id60	val	5hz6	chain0	7wc3	1	1.000	0.985	0.977	129	1.528E-81	263
id60	val	5ia5	chain0	8xpv	1	0.989	1.000	0.905	276	4.841E-182	561
id60	val	5ime	chain0	5dew	1	0.945	0.996	0.993	295	2.172E-177	548
id60	val	5j3l	chain0	5niz	1	1.000	1.000	0.894	193	2.349E-124	390
id60	val	5j7q	chain0	3dji	1	1.000	1.000	1.000	114	7.279E-73	237
id60	val	5j9x	chain0	2jjc	1	1.000	1.000	0.954	208	4.985E-132	413
id60	val	5jsj	chain0	6i8l	1	0.923	0.995	0.946	210	1.767E-128	402
id60	val	5jxq	chain0	6yh2	1	0.989	1.000	0.964	374	6.567E-245	748
id60	val	5kh3	chain0	5wpb	1	1.000	1.000	0.990	101	9.450E-72	233
id60	val	5khm	chain0	6zci	1	1.000	1.000	0.851	126	1.804E-85	274
id60	val	5kqy	chain0	3k4v	1	0.979	1.000	0.990	99	5.173E-61	202
id60	val	5kz0	chain0	7btt	1	0.948	1.000	0.966	309	2.793E-198	609
id60	val	5ldm	chain0	4qak	1	0.994	1.000	0.983	174	1.006E-115	364
id60	val	5lom	chain0	6hqh	1	1.000	1.000	0.899	241	4.553E-158	490
id60	val	5m23	chain0	8hmx	1	1.000	1.000	0.987	300	3.401E-208	638
id60	val	5mgf	chain0	5pba	1	1.000	1.000	0.841	116	2.681E-76	247
id60	val	5ndf	chain0	5fv9	1	1.000	1.000	0.867	495	0.000E+00	1056
id60	val	5nn6	chain0	5kzw	1	0.967	1.000	0.998	872	0.000E+00	1757
id60	val	5nvw	chain2	8bdm	3	0.992	1.000	0.870	141	9.818E-91	290
id60	val	5os2	chain0	5orn	1	0.984	1.000	1.000	265	5.806E-174	537
id60	val	5ose	chain0	5orn	1	0.996	1.000	1.000	265	2.383E-177	547
id60	val	5t9u	chain0	1awq	1	1.000	1.000	0.994	163	9.587E-111	349
id60	val	5t9w	chain0	1awq	1	1.000	1.000	1.000	164	2.033E-111	351
id60	val	5tbe	chain0	3uvr	1	0.951	1.000	0.969	349	2.724E-218	669
id60	val	5u12	chain1	5u0v	1	0.964	1.000	0.996	283	2.493E-172	533
id60	val	5u6j	chain0	5pan	2	0.988	1.000	1.000	254	8.830E-173	533
id60	val	5ueu	chain0	5ueo	1	1.000	1.000	1.000	109	2.560E-73	238
id60	val	5uf0	chain0	5ueo	1	1.000	1.000	0.991	108	1.208E-72	236
id60	val	5uk8	chain0	5uk8	1	0.954	1.000	0.983	1056	0.000E+00	2077
id60	val	5ula	chain0	4don	1	1.000	1.000	0.821	119	4.225E-81	261
id60	val	5upz	chain0	7to5	1	1.000	1.000	1.000	99	4.680E-62	205
id60	val	5vd1	chain0	8wjy	1	0.989	1.000	0.958	298	1.516E-197	607
id60	val	5vih	chain1	6ove	2	0.992	1.000	0.993	280	3.842E-187	576
id60	val	5wuk	chain0	6sfb	1	0.997	1.000	1.000	366	3.314E-259	789
id60	val	5yl2	chain0	6s8k	1	1.000	1.000	1.000	437	4.701E-300	911
id60	val	5zc5	chain0	6ag7	1	1.000	1.000	1.000	245	1.344E-173	535
id60	val	6cn5	chain0	4wqp	1	1.000	1.000	0.872	231	2.042E-153	476
id60	val	6d55	chain1	6bvl	2	0.973	1.000	1.000	482	9.167E-309	938
id60	val	6fnf	chain0	8xpv	1	0.923	1.000	0.948	289	1.713E-173	536
id60	val	6fui	chain0	8dg6	1	1.000	1.000	0.996	227	1.689E-153	476
id60	val	6gfz	chain2	8bdm	3	0.992	1.000	0.870	141	9.818E-91	290
id60	val	6ghh	chain0	7kot	1	1.000	1.000	1.000	162	3.619E-104	330
id60	val	6glb	chain0	7apf	1	0.989	1.000	0.990	291	7.817E-193	593
id60	val	6gvz	chain0	6gw0	1	1.000	1.000	0.968	305	1.108E-214	657
id60	val	6gw4	chain0	6gw0	1	0.724	1.000	0.956	307	3.115E-152	477
