plinder_pdb	plinder_chain	cohort_pdb	cohort_chain	pident	query_coverage	subject_coverage	alignment_length	query_length	subject_length	evalue	bitscore
7si0	7si0_J	1i7z	1i7z__chain0	67.0	99.1	51.1	112	112	219	8.51e-49	150.0
7siu	7siu_A	6nfy	6nfy__chain1	98.9	95.9	99.3	283	295	285	9.650000000000001e-210	568.0
7sj3	7sj3_A	1pxn	1pxn__chain0	46.1	98.2	94.6	284	274	294	5.2e-78	233.0
7sqb	7sqb_A	5jy3	5jy3__chain0	31.4	66.8	80.3	194	277	228	1.43e-21	85.5
7sqm	7sqm_A	6g36	6g36__chain0	100.0	96.5	98.8	334	346	338	1.75e-254	685.0
7ss8	7ss8_A	5mmg	5mmg__chain0	96.5	23.6	99.1	114	484	115	1.42e-77	233.0
7ssk	7ssk_A	5mmg	5mmg__chain0	96.5	23.7	99.1	114	482	115	1.35e-77	233.0
7ssm	7ssm_A	4qxo	4qxo__chain0	89.6	100.0	100.0	182	169	182	8.28e-113	313.0
7suf	7suf_A	5oot	5oot__chain0	99.6	99.2	100.0	260	262	260	2.24e-198	536.0
7suh	7suh_A	5oot	5oot__chain0	99.6	100.0	100.0	261	261	260	6.18e-198	535.0
7sui	7sui_A	5oot	5oot__chain0	99.6	99.6	100.0	261	262	260	1.2999999999999999e-197	535.0
7suj	7suj_A	5oot	5oot__chain0	100.0	99.6	98.1	255	256	260	3.98e-195	528.0
7suw	7suw_A	4qy3	4qy3__chain0	97.3	100.0	100.0	257	257	257	2.6100000000000002e-195	528.0
7suy	7suy_A	4qy3	4qy3__chain0	97.3	100.0	100.0	257	257	257	2.6100000000000002e-195	528.0
7sv1	7sv1_A	4qy3	4qy3__chain0	97.3	100.0	100.0	257	257	257	2.6100000000000002e-195	528.0
7sv8	7sv8_A	4qy3	4qy3__chain0	97.3	100.0	100.0	257	257	257	2.6100000000000002e-195	528.0
7sxf	7sxf_A	3i4b	3i4b__chain1	86.0	99.7	99.1	344	340	347	2.95e-217	591.0
7sxg	7sxg_A	3i4b	3i4b__chain1	85.1	99.7	98.6	342	334	347	1.94e-209	571.0
7sxh	7sxh_A	3i4b	3i4b__chain0	98.3	100.0	96.7	347	341	359	5.84e-250	674.0
7sxj	7sxj_A	3i4b	3i4b__chain0	98.9	99.7	97.5	350	347	359	1.2e-255	689.0
7t0f	7t0f_H	1qyg	1qyg__chain1	77.3	100.0	99.5	220	214	220	1.3100000000000001e-118	331.0
7t0p	7t0p_A	5wij	5wij__chain0	100.0	100.0	99.6	273	273	274	3.0700000000000003e-209	565.0
7t0q	7t0q_A	2v2c	2v2c__chain0	53.9	97.1	96.4	241	245	249	2.74e-85	249.0
7t1t	7t1t_A	5wij	5wij__chain0	100.0	100.0	100.0	274	274	274	2.7400000000000002e-210	568.0
7t2x	7t2x_B	4k4j	4k4j__chain0	33.2	81.9	86.9	190	227	214	1.46e-21	84.0
7t3f	7t3f_A	5d3h	5d3h__chain0	100.0	98.4	100.0	125	127	125	1.1999999999999999e-95	266.0
7t4t	7t4t_A	4z84	4z84__chain0	45.8	65.4	86.6	297	454	337	1.7999999999999997e-89	271.0
7t4u	7t4u_B	4z84	4z84__chain0	46.0	64.6	86.9	298	461	337	3.1299999999999997e-89	270.0
7t4v	7t4v_B	4z84	4z84__chain0	46.0	64.2	86.9	298	464	337	3.4299999999999994e-89	270.0
7t4w	7t4w_A	4z84	4z84__chain0	46.0	63.8	86.9	298	467	337	3.75e-89	270.0
7t7q	7t7q_X	2w9h	2w9h__chain0	100.0	100.0	99.4	157	157	158	2.48e-119	328.0
7t7s	7t7s_X	2w9h	2w9h__chain0	100.0	100.0	99.4	157	157	158	2.48e-119	328.0
7t9u	7t9u_A	4qxo	4qxo__chain0	90.1	94.9	100.0	182	177	182	5.9199999999999995e-115	319.0
7tct	7tct_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7td8	7td8_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7te7	7te7_A	4k4j	4k4j__chain0	32.0	97.0	99.1	231	234	214	6.31e-22	85.1
7te8	7te8_C	1q72	1q72__chain1	60.3	100.0	55.0	121	119	220	2.24e-43	136.0
7teu	7teu_A	4f09	4f09__chain0	95.5	100.0	99.7	289	276	290	1.0399999999999999e-207	562.0
7tgs	7tgs_X	6r8l	6r8l__chain0	100.0	100.0	100.0	164	164	164	4.59e-125	343.0
7ths	7ths_B	1p57	1p57__chain1	44.2	89.1	93.5	233	247	247	9.520000000000001e-63	192.0
7tj3	7tj3_A	2d0k	2d0k__chain0	45.3	98.2	99.4	161	164	159	1.37e-41	132.0
7tjc	7tjc_A	1q72	1q72__chain1	58.4	100.0	54.5	125	123	220	4.79e-41	130.0
7tmz	7tmz_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7tnh	7tnh_A	3mss	3mss__chain0	41.4	93.9	95.8	268	280	264	7.339999999999999e-67	204.0
7tpd	7tpd_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7tq1	7tq1_A	4nl1	4nl1__chain0	39.5	90.5	91.9	256	274	273	3.26e-57	179.0
7tt8	7tt8_A	4k4j	4k4j__chain0	41.0	82.6	88.8	195	235	214	1.69e-40	133.0
7u2z	7u2z_B	3i4b	3i4b__chain0	100.0	100.0	96.9	348	348	359	8.21e-261	702.0
7u31	7u31_A	3i4b	3i4b__chain0	100.0	100.0	97.5	350	350	359	2.6599999999999997e-262	706.0
7u33	7u33_A	3i4b	3i4b__chain0	100.0	100.0	97.5	350	350	359	2.6599999999999997e-262	706.0
7u36	7u36_A	3i4b	3i4b__chain0	100.0	100.0	97.5	350	350	359	2.6599999999999997e-262	706.0
7u4c	7u4c_B	6olx	6olx__chain0	44.5	93.3	94.3	200	208	209	9.849999999999999e-46	145.0
7u4g	7u4g_A	4gzp	4gzp__chain0	91.2	100.0	100.0	388	388	388	9.35e-280	753.0
7u60	7u60_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7u61	7u61_H	1qyg	1qyg__chain1	70.9	98.6	98.6	220	215	220	5.59e-104	294.0
7u62	7u62_H	1qyg	1qyg__chain1	71.1	100.0	100.0	225	222	220	1.0400000000000001e-110	311.0
7u63	7u63_B	1qyg	1qyg__chain1	62.2	100.0	100.0	230	215	220	4.3e-94	269.0
7u64	7u64_B	1i7z	1i7z__chain0	81.1	100.0	98.6	217	216	219	5.01e-121	337.0
7u8v	7u8v_A	6olx	6olx__chain0	40.8	38.8	95.2	201	454	209	3.9400000000000004e-43	146.0
7u8w	7u8w_A	6eya	6eya__chain0	39.1	38.6	96.1	197	440	203	2.2100000000000002e-37	130.0
7u8x	7u8x_A	6eya	6eya__chain0	38.6	38.6	96.1	197	440	203	8e-39	134.0
7u98	7u98_B	5hcy	5hcy__chain0	98.3	97.6	93.7	286	293	302	6.52e-207	561.0
7u99	7u99_A	3ug2	3ug2__chain0	94.8	99.0	100.0	307	304	299	6.97e-211	572.0
7u9a	7u9a_A	3ug2	3ug2__chain0	95.0	99.0	100.0	302	295	299	5.2e-206	559.0
7u9f	7u9f_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7u9v	7u9v_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7u9y	7u9y_A	4ql1	4ql1__chain0	100.0	99.7	100.0	304	305	304	3.88e-66	204.0
7uah	7uah_A	1p57	1p57__chain1	43.4	91.4	93.5	235	244	247	8.58e-63	192.0
7uas	7uas_B	4ql1	4ql1__chain0	100.0	100.0	100.0	304	304	304	3.76e-66	204.0
7ubo	7ubo_B	5ula	5ula__chain0	78.6	95.4	86.6	103	108	119	1.62e-62	181.0
7ubr	7ubr_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7uby	7uby_C	1q72	1q72__chain1	54.4	99.2	53.2	125	123	220	1.97e-37	121.0
7ucf	7ucf_D	1i7z	1i7z__chain1	69.9	100.0	100.0	226	220	220	1.44e-105	298.0
7ucy	7ucy_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7udg	7udg_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7udh	7udh_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7ue0	7ue0_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7ufh	7ufh_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7ug1	7ug1_A	2xmy	2xmy__chain0	97.9	98.6	99.0	292	290	295	1.8900000000000002e-208	565.0
7ug5	7ug5_A	4z93	4z93__chain0	80.9	100.0	98.2	110	110	110	5.6100000000000004e-64	184.0
7ugb	7ugb_A	4qyy	4qyy__chain0	97.3	98.5	100.0	337	333	337	2.32e-244	659.0
7uge	7uge_A	5j0d	5j0d__chain0	100.0	100.0	99.1	116	116	117	2.8e-85	239.0
7ugf	7ugf_A	4mr3	4mr3__chain0	100.0	100.0	100.0	127	127	127	3.16e-96	267.0
7ugi	7ugi_A	5mmg	5mmg__chain0	96.5	98.3	99.1	114	116	115	5.09e-83	233.0
7ugl	7ugl_A	5j0d	5j0d__chain0	100.0	100.0	99.1	116	116	117	2.8e-85	239.0
7uh8	7uh8_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7uib	7uib_B	1q72	1q72__chain1	53.8	100.0	54.5	130	128	220	1.97e-44	139.0
7uj7	7uj7_C	4k4j	4k4j__chain0	30.8	97.2	98.6	221	211	214	2.09e-18	75.1
7uj8	7uj8_A	4k4j	4k4j__chain0	31.8	97.2	99.1	223	214	214	8.16e-20	79.0
7ujc	7ujc_A	4k4j	4k4j__chain0	32.3	81.7	86.9	195	229	214	4.26e-19	77.4
7uje	7uje_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7ujf	7ujf_C	4k4j	4k4j__chain0	33.3	81.5	86.9	195	238	214	1.8700000000000002e-21	84.0
7ujk	7ujk_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7ujm	7ujm_B	4k4j	4k4j__chain0	31.8	95.8	99.1	233	238	214	7.04e-21	82.4
7ujo	7ujo_A	4k4j	4k4j__chain0	31.3	98.3	99.1	233	231	214	6.14e-20	79.7
7ujq	7ujq_A	5aut	5aut__chain0	34.5	96.6	95.3	264	268	274	3.47e-55	174.0
7ujy	7ujy_C	4k4j	4k4j__chain0	31.2	95.7	99.1	234	234	214	8.99e-21	82.0
7uk9	7uk9_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7uko	7uko_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7ukp	7ukp_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7ukt	7ukt_F	1q72	1q72__chain0	68.8	99.5	100.0	218	214	218	1.4400000000000002e-103	293.0
7ukz	7ukz_D	2xnb	2xnb__chain0	44.5	93.9	93.9	283	294	296	4.6599999999999995e-82	244.0
7ulj	7ulj_C	6olx	6olx__chain0	93.2	99.5	99.0	207	208	209	1.8799999999999998e-139	383.0
7ulk	7ulk_B	6eya	6eya__chain0	36.5	38.0	96.1	197	437	203	3.01e-35	124.0
7ull	7ull_A	6ey9	6ey9__chain0	55.2	93.1	96.6	203	217	207	4.2e-70	208.0
7up6	7up6_A	3rwp	3rwp__chain0	32.6	82.5	83.1	236	257	278	1.36e-32	115.0
7ur3	7ur3_A	4fcq	4fcq__chain0	100.0	100.0	100.0	208	208	208	7.480000000000001e-148	404.0
7usg	7usg_A	4z93	4z93__chain0	83.3	97.3	96.4	108	111	110	1.49e-66	191.0
7ush	7ush_A	4z93	4z93__chain0	83.3	97.3	96.4	108	111	110	1.49e-66	191.0
7usi	7usi_A	5ula	5ula__chain0	82.7	93.7	87.4	104	111	119	1.4e-66	191.0
7usj	7usj_A	4z93	4z93__chain0	98.1	97.2	94.5	106	109	110	9.33e-74	209.0
7ut3	7ut3_L	1q72	1q72__chain0	70.0	100.0	99.5	217	210	218	1.29e-105	298.0
7uty	7uty_A	5dlx	5dlx__chain0	100.0	100.0	100.0	125	125	125	3.18e-95	265.0
7uu0	7uu0_A	4z93	4z93__chain0	82.7	97.3	98.2	110	113	110	8.029999999999999e-67	192.0
7uuu	7uuu_A	5ula	5ula__chain0	78.6	91.2	86.6	103	113	119	2.83e-62	181.0
7uw2	7uw2_A	4k4j	4k4j__chain0	99.1	100.0	99.1	212	210	214	5.41e-152	415.0
7uw4	7uw4_A	4k4j	4k4j__chain0	99.1	100.0	99.1	212	210	214	5.41e-152	415.0
7uxv	7uxv_A	2v2c	2v2c__chain0	53.9	96.7	96.4	241	246	249	2e-85	249.0
7uy0	7uy0_A	4wa9	4wa9__chain0	47.4	59.4	97.1	268	448	276	5.39e-85	257.0
7uy3	7uy3_A	4wa9	4wa9__chain0	47.0	68.4	97.1	268	386	276	4.07e-83	250.0
7uyr	7uyr_A	4gih	4gih__chain0	95.5	100.0	100.0	288	282	288	1.5600000000000002e-210	569.0
7uys	7uys_A	4gih	4gih__chain0	95.5	100.0	100.0	288	282	288	5.24e-209	565.0
7uyt	7uyt_A	4gih	4gih__chain0	94.4	100.0	100.0	288	278	288	7.08e-206	557.0
7uyu	7uyu_A	4gih	4gih__chain0	92.0	99.6	100.0	288	269	288	5.66e-196	532.0
7uyv	7uyv_C	4hge	4hge__chain0	61.6	97.5	97.6	279	281	286	3.75e-125	353.0
7uyw	7uyw_A	5l3a	5l3a__chain0	99.3	99.7	99.7	289	290	290	1.4199999999999999e-220	595.0
7uzn	7uzn_A	5d25	5d25__chain0	100.0	98.4	99.2	123	125	124	3.59e-94	262.0
7v0h	7v0h_A	4bny	4bny__chain2	37.2	98.8	91.7	250	247	253	7.189999999999999e-30	107.0
7v0z	7v0z_A	3po1	3po1__chain2	43.6	37.6	91.2	94	237	102	3.11e-18	72.4
7v10	7v10_A	3po1	3po1__chain2	43.6	37.7	91.2	94	236	102	3.05e-18	72.4
7v11	7v11_A	3po1	3po1__chain2	43.6	37.7	91.2	94	236	102	3.05e-18	72.4
7v12	7v12_A	3po1	3po1__chain2	43.6	37.7	91.2	94	236	102	3.05e-18	72.4
7v13	7v13_A	3po1	3po1__chain2	43.6	37.7	91.2	94	236	102	3.05e-18	72.4
7v14	7v14_A	3po1	3po1__chain2	43.6	37.7	91.2	94	236	102	3.05e-18	72.4
7v15	7v15_A	3po1	3po1__chain2	43.6	37.7	91.2	94	236	102	3.05e-18	72.4
7v16	7v16_A	3po1	3po1__chain2	43.6	37.7	91.2	94	236	102	3.05e-18	72.4
7v17	7v17_A	3po1	3po1__chain2	43.6	37.7	91.2	94	236	102	3.05e-18	72.4
7v18	7v18_A	3po1	3po1__chain2	43.6	37.7	91.2	94	236	102	3.05e-18	72.4
7v1u	7v1u_A	5yqx	5yqx__chain0	100.0	96.2	100.0	126	131	126	3.6e-96	267.0
7v2j	7v2j_A	5yqx	5yqx__chain0	100.0	94.7	98.4	124	131	126	5.9799999999999996e-95	264.0
7v3r	7v3r_A	3gvu	3gvu__chain0	42.1	87.4	89.7	252	285	271	8.76e-60	186.0
7v3s	7v3s_A	3gvu	3gvu__chain0	42.6	87.3	89.7	249	284	271	7.47e-64	197.0
7v4w	7v4w_A	1i7z	1i7z__chain0	71.5	99.1	99.1	221	217	219	3.17e-94	270.0
7vaz	7vaz_F	1i7z	1i7z__chain0	70.0	99.5	99.1	220	216	219	1.75e-93	268.0
7vd4	7vd4_A	5ula	5ula__chain0	41.1	83.8	79.8	95	111	119	6.129999999999999e-23	81.3
7vdp	7vdp_A	2xnb	2xnb__chain0	59.9	98.3	95.6	287	287	296	7.460000000000001e-117	333.0
7vdq	7vdq_A	2xnb	2xnb__chain0	60.2	99.0	96.3	289	290	296	4.6800000000000005e-121	343.0
7vdr	7vdr_A	2xnb	2xnb__chain0	60.2	99.0	96.3	289	290	296	4.6800000000000005e-121	343.0
7vds	7vds_A	2xnb	2xnb__chain0	60.2	99.0	96.3	289	290	296	4.6800000000000005e-121	343.0
7vdu	7vdu_A	5jq5	5jq5__chain0	99.3	98.6	99.3	287	291	287	2.64e-211	572.0
7vi7	7vi7_B	3gsm	3gsm__chain0	34.5	81.1	83.0	278	339	324	4.8299999999999993e-42	144.0
7vjl	7vjl_A	5hu9	5hu9__chain0	42.2	94.3	94.4	258	263	266	1.81e-63	195.0
7vkn	7vkn_A	6pl1	6pl1__chain0	96.9	98.3	99.0	293	297	290	1.26e-209	568.0
7vko	7vko_A	6pl1	6pl1__chain0	97.6	98.3	98.6	292	297	290	1.13e-212	575.0
7vm5	7vm5_U	5za7	5za7__chain0	100.0	100.0	100.0	246	246	246	1.84e-194	525.0
7vm6	7vm6_U	5za7	5za7__chain0	100.0	99.2	100.0	246	248	246	1.41e-194	526.0
7vm7	7vm7_U	5za8	5za8__chain0	99.6	100.0	100.0	245	245	245	2.83e-193	522.0
7vqp	7vqp_A	5jy3	5jy3__chain0	35.2	84.0	82.5	196	231	228	2.75e-34	117.0
7vra	7vra_A	5cas	5cas__chain0	94.3	100.0	99.7	300	289	299	4.76e-205	556.0
7vre	7vre_A	5caq	5caq__chain0	95.2	99.7	100.0	312	312	301	9.68e-216	584.0
7vrh	7vrh_C	5ula	5ula__chain0	83.3	95.3	85.7	102	107	119	4.85e-66	190.0
7vrk	7vrk_B	5ula	5ula__chain0	83.3	95.3	85.7	102	107	119	4.85e-66	190.0
7vrm	7vrm_A	4z93	4z93__chain0	83.2	93.9	95.5	107	114	110	1.39e-65	189.0
7vro	7vro_B	5ula	5ula__chain0	83.3	95.3	85.7	102	107	119	4.85e-66	190.0
7vrq	7vrq_A	4z93	4z93__chain0	82.2	93.9	95.5	107	114	110	8.04e-65	187.0
7vrz	7vrz_B	5ula	5ula__chain0	83.3	95.3	85.7	102	107	119	4.85e-66	190.0
7vs1	7vs1_A	4z93	4z93__chain0	82.2	93.9	95.5	107	114	110	8.04e-65	187.0
7vsf	7vsf_B	5ula	5ula__chain0	83.3	95.3	85.7	102	107	119	4.85e-66	190.0
7vto	7vto_A	6nfy	6nfy__chain0	42.3	87.4	87.2	246	262	282	3.19e-56	177.0
7vue	7vue_A	5jy3	5jy3__chain0	36.6	84.1	85.1	194	226	228	2.53e-37	125.0
7vwe	7vwe_B	4k4j	4k4j__chain0	31.9	68.1	83.2	182	257	214	9.53e-17	71.6
7vwf	7vwf_A	4k4j	4k4j__chain0	31.9	67.8	83.2	182	258	214	7.01e-17	72.0
7vwg	7vwg_B	4k4j	4k4j__chain0	31.9	68.1	83.2	182	257	214	6.9e-17	72.0
7vwh	7vwh_A	4k4j	4k4j__chain0	31.9	67.8	83.2	182	258	214	7.01e-17	72.0
7w0g	7w0g_A	4k4j	4k4j__chain0	31.9	65.1	83.2	182	269	214	8.32e-17	72.0
7w3d	7w3d_A	5ula	5ula__chain0	94.0	100.0	97.5	116	110	119	1.16e-76	217.0
7w3p	7w3p_A	5vb5	5vb5__chain0	100.0	100.0	93.8	243	243	259	5.66e-180	489.0
7w3q	7w3q_A	5vb5	5vb5__chain0	99.6	100.0	93.8	243	242	259	4.28e-177	482.0
7w5o	7w5o_A	2ojj	2ojj__chain0	100.0	98.3	100.0	344	350	344	6.16e-262	704.0
7w7x	7w7x_A	6hd6	6hd6__chain0	99.6	100.0	93.7	267	267	285	1.35e-204	553.0
7w9q	7w9q_A	3nex	3nex__chain0	100.0	100.0	99.1	115	115	116	1.0199999999999999e-82	232.0
7w9r	7w9r_A	3nex	3nex__chain0	100.0	100.0	99.1	115	115	116	1.0199999999999999e-82	232.0
7wa2	7wa2_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
7wb6	7wb6_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
7wb7	7wb7_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
7wb8	7wb8_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
7wb9	7wb9_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
7wba	7wba_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
7wcl	7wcl_B	3gvu	3gvu__chain0	42.1	90.2	91.5	259	287	271	1.01e-67	207.0
7wf5	7wf5_A	3gvu	3gvu__chain0	50.4	92.7	93.7	254	261	271	1.0699999999999999e-81	241.0
7wgd	7wgd_L	1q72	1q72__chain0	73.6	99.1	99.1	216	214	218	1.0100000000000001e-110	311.0
7wgl	7wgl_B	4k4j	4k4j__chain0	31.9	68.4	83.2	182	256	214	6.79e-17	72.0
7wgn	7wgn_A	4k4j	4k4j__chain0	31.9	67.0	83.2	182	261	214	7.36e-17	72.0
7wgo	7wgo_A	5jy3	5jy3__chain0	31.4	67.0	80.3	194	276	228	1.4000000000000002e-21	85.5
7wgp	7wgp_A	4rak	4rak__chain0	30.6	73.2	82.6	206	269	236	1.98e-21	85.1
7wgq	7wgq_A	5jy3	5jy3__chain0	31.4	66.8	80.3	194	277	228	1.43e-21	85.5
7wgt	7wgt_L	1q72	1q72__chain0	73.6	99.1	99.1	216	214	218	1.0100000000000001e-110	311.0
7wjs	7wjs_A	5egu	5egu__chain0	100.0	100.0	89.3	108	108	121	1.2799999999999999e-82	232.0
7wky	7wky_C	5d25	5d25__chain0	100.0	100.0	88.7	110	110	124	1.31e-83	234.0
7wl4	7wl4_B	5yqx	5yqx__chain0	100.0	96.9	100.0	126	130	126	6.97e-96	266.0
7wln	7wln_A	4z93	4z93__chain0	83.3	100.0	96.4	108	108	110	1.88e-66	191.0
7wlw	7wlw_L	1q72	1q72__chain0	73.6	99.1	99.1	216	214	218	1.0100000000000001e-110	311.0
7wlx	7wlx_A	5jy3	5jy3__chain0	32.5	82.6	83.8	191	230	228	6.230000000000001e-32	111.0
7wmg	7wmg_A	5vb5	5vb5__chain0	34.2	80.0	70.7	190	225	259	5.98e-22	85.9
7wmh	7wmh_A	4rak	4rak__chain0	32.6	81.8	79.2	190	231	236	3.23e-30	107.0
7wmj	7wmj_A	5jy3	5jy3__chain0	32.5	83.0	83.8	191	229	228	6.05e-32	111.0
7wml	7wml_A	5jy3	5jy3__chain0	33.0	82.5	83.8	191	228	228	8.93e-31	108.0
7wmn	7wmn_A	5vb5	5vb5__chain0	33.7	86.2	76.4	208	232	259	1.36e-22	87.8
7wmo	7wmo_A	5vb5	5vb5__chain0	33.2	86.0	76.4	205	229	259	4.6899999999999994e-23	89.0
7wmq	7wmq_B	4z93	4z93__chain0	82.9	100.0	99.1	111	111	110	9e-68	194.0
7wmu	7wmu_A	4z93	4z93__chain0	82.9	99.1	99.1	111	112	110	9.38e-68	194.0
7wn5	7wn5_A	4z93	4z93__chain0	82.9	94.1	99.1	111	118	110	8.43e-68	194.0
7wna	7wna_E	4z93	4z93__chain0	83.3	100.0	96.4	108	108	110	9.3e-67	191.0
7wni	7wni_B	4z93	4z93__chain0	83.3	100.0	96.4	108	108	110	1.88e-66	191.0
7wqq	7wqq_A	5jy3	5jy3__chain0	38.7	81.1	81.1	186	228	228	9.61e-38	126.0
7wwz	7wwz_A	5d24	5d24__chain0	100.0	99.2	99.2	125	126	126	9.819999999999999e-95	263.0
7wx2	7wx2_A	5j0d	5j0d__chain0	100.0	100.0	100.0	117	117	117	7.16e-86	240.0
7x4u	7x4u_A	2ojj	2ojj__chain0	100.0	98.3	100.0	344	350	344	8.75e-262	704.0
7x6t	7x6t_A	5dlx	5dlx__chain0	100.0	100.0	99.2	124	124	125	1.7699999999999998e-94	263.0
7x9p	7x9p_A	4qxo	4qxo__chain0	90.7	97.7	100.0	182	177	182	1.63e-112	313.0
7x9q	7x9q_A	4qxo	4qxo__chain0	91.2	97.2	100.0	182	179	182	4.52e-115	319.0
7xaf	7xaf_A	6pl1	6pl1__chain0	95.6	99.0	100.0	293	287	290	1.56e-205	557.0
7xbi	7xbi_A	6pl1	6pl1__chain0	97.6	99.0	100.0	296	299	290	1.55e-215	583.0
7xc1	7xc1_A	2ojj	2ojj__chain0	100.0	98.0	100.0	344	351	344	1.29e-261	704.0
7xh6	7xh6_B	4yk0	4yk0__chain0	100.0	100.0	100.0	113	113	113	2.09e-83	234.0
7xhe	7xhe_A	5mmg	5mmg__chain0	100.0	95.0	100.0	115	121	115	3.22e-85	239.0
7xhy	7xhy_A	3gvu	3gvu__chain0	45.9	85.2	84.9	242	270	271	1.1399999999999999e-67	206.0
7xi0	7xi0_A	5eng	5eng__chain0	100.0	100.0	100.0	114	114	114	5.51e-84	235.0
7xi7	7xi7_A	4g95	4g95__chain0	100.0	100.0	100.0	186	186	186	1.13e-138	379.0
7xij	7xij_A	5j0d	5j0d__chain0	100.0	89.3	100.0	117	131	117	1.0900000000000001e-86	243.0
7xk9	7xk9_B	1q72	1q72__chain1	57.3	100.0	55.0	124	120	220	2.1999999999999998e-38	124.0
7xka	7xka_B	1q72	1q72__chain1	57.3	100.0	55.0	124	120	220	2.1999999999999998e-38	124.0
7xlp	7xlp_A	6nfy	6nfy__chain1	31.2	84.6	91.9	276	312	285	4.74e-38	131.0
7xm7	7xm7_B	5eng	5eng__chain0	100.0	100.0	100.0	114	114	114	5.51e-84	235.0
7xmk	7xmk_A	5hu9	5hu9__chain0	32.6	83.1	78.2	224	261	266	9.65e-30	107.0
7xnc	7xnc_A	6nfy	6nfy__chain1	30.9	84.6	91.9	275	311	285	4.37e-39	134.0
7xne	7xne_A	5mmg	5mmg__chain0	100.0	100.0	100.0	115	115	115	5.0800000000000003e-85	238.0
7xng	7xng_A	4yk0	4yk0__chain0	100.0	100.0	100.0	113	113	113	2.09e-83	234.0
7xqe	7xqe_B	5vb5	5vb5__chain0	99.5	100.0	80.7	209	209	259	1.76e-149	410.0
7xqv	7xqv_B	1q72	1q72__chain1	57.6	99.1	52.3	118	116	220	1.92e-35	116.0
7xsv	7xsv_A	4k18	4k18__chain0	100.0	100.0	98.9	274	274	277	6.43e-212	572.0
7xvu	7xvu_A	3cl0	3cl0__chain0	34.0	89.7	90.1	359	389	385	1.08e-51	172.0
7xvv	7xvv_A	3cl0	3cl0__chain0	34.0	89.7	90.1	359	389	385	1.08e-51	172.0
7xvw	7xvw_A	3cl0	3cl0__chain0	34.0	89.7	90.1	359	389	385	1.08e-51	172.0
7xvy	7xvy_B	4k4j	4k4j__chain0	31.3	96.0	96.3	217	224	214	1.4e-20	81.3
7xvz	7xvz_B	4k4j	4k4j__chain0	31.3	95.6	96.3	217	225	214	5.28e-21	82.4
7xwp	7xwp_B	4k4j	4k4j__chain0	31.3	95.6	96.3	217	225	214	5.28e-21	82.4
7xwq	7xwq_B	4k4j	4k4j__chain0	31.3	95.6	96.3	217	225	214	5.28e-21	82.4
7xwr	7xwr_B	4k4j	4k4j__chain0	31.3	95.6	96.3	217	225	214	5.28e-21	82.4
7xyh	7xyh_A	3pe1	3pe1__chain0	87.0	99.4	98.8	323	325	327	4.67e-219	594.0
7xzr	7xzr_A	6nfy	6nfy__chain1	44.5	90.6	92.6	274	299	285	5.8e-79	236.0
7y0f	7y0f_D	1p57	1p57__chain1	41.4	99.2	96.0	239	237	247	1.99e-67	203.0
